Midwest Conference Indoor Performance List
60 Meters

1,"Jackson, Derrick",SR-4,Knox,6.79,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Bailey, Jonathan",FR-1,Knox,6.92,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
3,"Fadden, Lucas",FR-1,Grinnell,6.97,Liz Wuertz Indoor Meet,"Feb 18, 2023"
4,"Pierce, Tyrell",JR-3,Knox,6.98,Fighting Bee Invitational,"Jan 27, 2023"
5,"Vander Galien, Logan",SO-2,Ripon,7.02,Dick Hendricks Invite,"Feb 11, 2023"
6,"Cefalu, Jacoby",SO-2,Ripon,7.05,Ripon Alumni Dual Meet,"Jan 14, 2023"
7,"Ditsworth, Luke",SR-4,Monmouth (Ill.),7.07,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
8,"Joseph, Ajani",SR-4,Beloit,7.10,2023 Margaret Bradley Invitational,"Feb 18, 2023"
9,"Jachimiec, Luke",FR-1,Monmouth (Ill.),7.14,Roger Haynes Invitational,"Feb 11, 2023"
10,"Hiser, Alexander",SR-4,Grinnell,7.15,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
11,"Lungu, Matthew",FR-1,Lake Forest,"7.21
(55)",Forever Red Alumni Classic,"Dec 3, 2022"
11,"Fisher, Ben",JR-3,Ripon,7.21,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
13,"Gray, Cade",SO-2,Ripon,7.25,Ripon Winter Open & Multi,"Dec 2, 2022"
14,"Platre, Niko",SO-2,Cornell College,7.28,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
14,"Ballman, Kendall",SR-4,Knox,7.28,Fighting Bee Invitational,"Jan 27, 2023"
16,"Walker, Dameco",JR-3,Ripon,7.29,Ripon Winter Open & Multi,"Dec 2, 2022"
17,"Geggie, Trevor",SR-4,Knox,7.30,Fighting Bee Invitational,"Jan 27, 2023"
18,"Slater, Tracy",SR-4,Illinois College,7.31,Midwest Conference Indoor Track & Field Championships,"Feb 24, 2023"
18,"Anderson, Jacob",JR-3,Knox,7.31,Titan Open 2023,"Feb 11, 2023"
20,"Martin, Ahmasi",SR-4,Beloit,7.32,Roger Haynes Invitational,"Feb 11, 2023"

1,"Pierce, Tyrell",JR-3,Knox,22.05,Titan Open 2023,"Feb 11, 2023",NWI
2,"Fadden, Lucas",FR-1,Grinnell,22.48,Liz Wuertz Indoor Meet,"Feb 18, 2023",NWI
3,"Ross, William",SO-2,Illinois College,22.59,Roger Haynes Invitational,"Feb 11, 2023",NWI
4,"Walker, Dameco",JR-3,Ripon,22.60,UWL Indoor Eagle Open,"Feb 17, 2023",NWI
5,"Jackson, Derrick",SR-4,Knox,"22.66
%",Iowa Open,"Feb 17, 2023",NWI
200 Meters

