NCAC Indoor Performance List
60 Meters

1,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
2,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
3,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
4,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
4,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
6,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
7,"Skolnik, Ari",SO-2,Denison,7.09,Bob Shannon Invitational,"Feb 4, 2023"
8,"Thompson, Julius",FR-1,Kenyon,7.10,Fighting Scots Invitational,"Jan 21, 2023"
8,"Williams, Sylvester",FR-1,Wabash,7.10,North Coast AC Indoor Championships,"Feb 24, 2023"
10,"Hunt, Grant",FR-1,DePauw,7.13,North Coast AC Indoor Championships,"Feb 24, 2023"
11,"Manderson , Khaleel",FR-1,Wooster,7.14,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Alsum, Rickey",JR-3,DePauw,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Hurt, Ethan",SR-4,Wabash,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Makelele, Emmanuel",SO-2,Kenyon,7.18,Wooster Invitational,"Jan 14, 2023"
15,"Drovdlic, Matthew",SO-2,Wittenberg,7.19,Muskie Meet #1,"Jan 14, 2023"
16,"Holley, Malik",SO-2,Denison,7.20,Wittenberg Collegiate Invite,"Feb 18, 2023"
17,"O'Malley, Colin",FR-1,DePauw,7.22,'23 FNS #2,"Jan 20, 2023"
18,"Robinson, Azad",SR-4,Wittenberg,7.24,Wittenberg Collegiate Invite,"Feb 18, 2023"
19,"Fechner, Sam",SO-2,Oberlin,7.25,Wooster Invitational,"Jan 14, 2023"
20,"Troupe, Christian",SO-2,DePauw,7.27,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
20,"Acero, Seth",SO-2,Wabash,7.27,Titan First Chance 2023,"Dec 10, 2022"
22,"Freeman, Lorenzo",FR-1,Wooster,7.28,North Coast AC Indoor Championships,"Feb 24, 2023"
23,"Ring, Grayson",FR-1,Wittenberg,7.29,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Oostman, Jake",SO-2,Wabash,7.29,North Coast AC Indoor Combined Events,"Feb 18, 2023"
25,"Dunson, Travis",SO-2,Denison,7.32,Wittenberg Tiger Opener,"Dec 3, 2022"
25,"Liggett, Dylan",SO-2,Ohio Wesleyan,7.32,North Coast AC Indoor Championships,"Feb 24, 2023"
200 Meters

1,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
2,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
3,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
4,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
4,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
6,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
7,"Skolnik, Ari",SO-2,Denison,7.09,Bob Shannon Invitational,"Feb 4, 2023"
8,"Thompson, Julius",FR-1,Kenyon,7.10,Fighting Scots Invitational,"Jan 21, 2023"
8,"Williams, Sylvester",FR-1,Wabash,7.10,North Coast AC Indoor Championships,"Feb 24, 2023"
10,"Hunt, Grant",FR-1,DePauw,7.13,North Coast AC Indoor Championships,"Feb 24, 2023"
11,"Manderson , Khaleel",FR-1,Wooster,7.14,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Alsum, Rickey",JR-3,DePauw,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Hurt, Ethan",SR-4,Wabash,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Makelele, Emmanuel",SO-2,Kenyon,7.18,Wooster Invitational,"Jan 14, 2023"
15,"Drovdlic, Matthew",SO-2,Wittenberg,7.19,Muskie Meet #1,"Jan 14, 2023"
16,"Holley, Malik",SO-2,Denison,7.20,Wittenberg Collegiate Invite,"Feb 18, 2023"
17,"O'Malley, Colin",FR-1,DePauw,7.22,'23 FNS #2,"Jan 20, 2023"
18,"Robinson, Azad",SR-4,Wittenberg,7.24,Wittenberg Collegiate Invite,"Feb 18, 2023"
19,"Fechner, Sam",SO-2,Oberlin,7.25,Wooster Invitational,"Jan 14, 2023"
20,"Troupe, Christian",SO-2,DePauw,7.27,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
20,"Acero, Seth",SO-2,Wabash,7.27,Titan First Chance 2023,"Dec 10, 2022"
22,"Freeman, Lorenzo",FR-1,Wooster,7.28,North Coast AC Indoor Championships,"Feb 24, 2023"
23,"Ring, Grayson",FR-1,Wittenberg,7.29,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Oostman, Jake",SO-2,Wabash,7.29,North Coast AC Indoor Combined Events,"Feb 18, 2023"
25,"Dunson, Travis",SO-2,Denison,7.32,Wittenberg Tiger Opener,"Dec 3, 2022"
25,"Liggett, Dylan",SO-2,Ohio Wesleyan,7.32,North Coast AC Indoor Championships,"Feb 24, 2023"
400 Meters

1,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
2,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
3,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
4,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
4,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
6,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
7,"Skolnik, Ari",SO-2,Denison,7.09,Bob Shannon Invitational,"Feb 4, 2023"
8,"Thompson, Julius",FR-1,Kenyon,7.10,Fighting Scots Invitational,"Jan 21, 2023"
8,"Williams, Sylvester",FR-1,Wabash,7.10,North Coast AC Indoor Championships,"Feb 24, 2023"
10,"Hunt, Grant",FR-1,DePauw,7.13,North Coast AC Indoor Championships,"Feb 24, 2023"
11,"Manderson , Khaleel",FR-1,Wooster,7.14,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Alsum, Rickey",JR-3,DePauw,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Hurt, Ethan",SR-4,Wabash,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Makelele, Emmanuel",SO-2,Kenyon,7.18,Wooster Invitational,"Jan 14, 2023"
15,"Drovdlic, Matthew",SO-2,Wittenberg,7.19,Muskie Meet #1,"Jan 14, 2023"
16,"Holley, Malik",SO-2,Denison,7.20,Wittenberg Collegiate Invite,"Feb 18, 2023"
17,"O'Malley, Colin",FR-1,DePauw,7.22,'23 FNS #2,"Jan 20, 2023"
18,"Robinson, Azad",SR-4,Wittenberg,7.24,Wittenberg Collegiate Invite,"Feb 18, 2023"
19,"Fechner, Sam",SO-2,Oberlin,7.25,Wooster Invitational,"Jan 14, 2023"
20,"Troupe, Christian",SO-2,DePauw,7.27,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
20,"Acero, Seth",SO-2,Wabash,7.27,Titan First Chance 2023,"Dec 10, 2022"
22,"Freeman, Lorenzo",FR-1,Wooster,7.28,North Coast AC Indoor Championships,"Feb 24, 2023"
23,"Ring, Grayson",FR-1,Wittenberg,7.29,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Oostman, Jake",SO-2,Wabash,7.29,North Coast AC Indoor Combined Events,"Feb 18, 2023"
25,"Dunson, Travis",SO-2,Denison,7.32,Wittenberg Tiger Opener,"Dec 3, 2022"
25,"Liggett, Dylan",SO-2,Ohio Wesleyan,7.32,North Coast AC Indoor Championships,"Feb 24, 2023"
800 Meters

1,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
2,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
3,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
4,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
4,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
6,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
7,"Skolnik, Ari",SO-2,Denison,7.09,Bob Shannon Invitational,"Feb 4, 2023"
8,"Thompson, Julius",FR-1,Kenyon,7.10,Fighting Scots Invitational,"Jan 21, 2023"
8,"Williams, Sylvester",FR-1,Wabash,7.10,North Coast AC Indoor Championships,"Feb 24, 2023"
10,"Hunt, Grant",FR-1,DePauw,7.13,North Coast AC Indoor Championships,"Feb 24, 2023"
11,"Manderson , Khaleel",FR-1,Wooster,7.14,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Alsum, Rickey",JR-3,DePauw,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Hurt, Ethan",SR-4,Wabash,7.18,North Coast AC Indoor Championships,"Feb 24, 2023"
12,"Makelele, Emmanuel",SO-2,Kenyon,7.18,Wooster Invitational,"Jan 14, 2023"
15,"Drovdlic, Matthew",SO-2,Wittenberg,7.19,Muskie Meet #1,"Jan 14, 2023"
16,"Holley, Malik",SO-2,Denison,7.20,Wittenberg Collegiate Invite,"Feb 18, 2023"
17,"O'Malley, Colin",FR-1,DePauw,7.22,'23 FNS #2,"Jan 20, 2023"
18,"Robinson, Azad",SR-4,Wittenberg,7.24,Wittenberg Collegiate Invite,"Feb 18, 2023"
19,"Fechner, Sam",SO-2,Oberlin,7.25,Wooster Invitational,"Jan 14, 2023"
20,"Troupe, Christian",SO-2,DePauw,7.27,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
20,"Acero, Seth",SO-2,Wabash,7.27,Titan First Chance 2023,"Dec 10, 2022"
22,"Freeman, Lorenzo",FR-1,Wooster,7.28,North Coast AC Indoor Championships,"Feb 24, 2023"
23,"Ring, Grayson",FR-1,Wittenberg,7.29,Wittenberg Collegiate Invite,"Feb 18, 2023"
23,"Oostman, Jake",SO-2,Wabash,7.29,North Coast AC Indoor Combined Events,"Feb 18, 2023"
25,"Dunson, Travis",SO-2,Denison,7.32,Wittenberg Tiger Opener,"Dec 3, 2022"
25,"Liggett, Dylan",SO-2,Ohio Wesleyan,7.32,North Coast AC Indoor Championships,"Feb 24, 2023"
Mile

1,"Newby, Will",FR-1,Wabash,6.92,Titan First Chance 2023,"Dec 10, 2022"
2,"Epps, Jaylin",SO-2,Denison,6.93,North Coast AC Indoor Championships,"Feb 24, 2023"
3,"Gono Phiri, Tapiwa",SO-2,Kenyon,7.02,North Coast AC Indoor Championships,"Feb 24, 2023"
4,"Laleye, Ayotunde",JR-3,DePauw,7.03,DePauw Tim Hreha Memorial Invitational,"Feb 3, 2023"
4,"Hearns, Julius",SO-2,Wabash,7.03,North Coast AC Indoor Championships,"Feb 24, 2023"
6,"Weisenberger, Joshua",SO-2,Wittenberg,7.06,Wittenberg Collegiate Invite,"Feb 18, 2023"
7,"Skolnik, Ari",SO-2,Denison,7.09,Bob Shannon Invitational,"Feb 4, 2023"
