
40,"Burgess, Artie",SO-2,Rider,21.52,MAAC Indoor Track and Field Championships,"Feb 18, 2023",NWI
41,"Clarke, Jonas",FR-1,Harvard,21.55,Boston University Scarlet and White Invite,"Feb 4, 2023",NWI
41,"Munro, Garry",SO-2,Albany,21.55,Boston University Scarlet and White Invite,"Feb 4, 2023",NWI
43,"Castro, Jean Paul",SO-2,American Int'l,21.57,Northeast-10 Indoor Track & Field Championships,"Feb 16, 2023",NWI
44,"Mazero, Matthew",FR-1,Columbia,"21.59
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023",NWI
45,"Abel, Patrick",JR-3,Stony Brook,21.60,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
45,"Glass, Sean",JR-3,UMass Lowell,21.60,2023 America East Indoor Championships,"Feb 18, 2023",NWI
47,"Gaines, Dylan",FR-1,Howard,21.61,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
48,"Poindexter, Jordan",SR-4,Hampton,21.62,CAA Indoor Track & Field Championships,"Feb 22, 2023",NWI
48,"Pratt, Kacey",SO-2,VCU,"21.62
#",Atlantic 10 Indoor Track & Field Championships,"Feb 25, 2023",NWI
50,"Marchese, Jason",SO-2,Wagner,21.65,NEC Indoor Track & Field Championships,"Feb 19, 2023",NWI

1,"Dunbar, Kaya-Rae",SO-2,Howard,23.57,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
2,"Ali, Latifa",SR-4,Coppin State,23.61,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
2,"Page, Dennisha",JR-3,Rutgers,23.61,Bob Pollock,"Jan 27, 2023",NWI
4,"McKenzie, Tatyana",SR-4,St. John's,23.68,BIG EAST Indoor Track & Field Championships,"Feb 24, 2023",NWI
5,"Clarke, Dominique",JR-3,Albany,23.69,2023 America East Indoor Championships,"Feb 18, 2023",NWI
6,"Phillips, Noelani",SR-4,Boston University,23.73,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
7,"Martin, Tina",SR-4,Harvard,"23.79
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023",NWI
8,"Riley , Shantelle",SR-4,Fairleigh Dickinson,23.82,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
9,"Newberry, Jazmen",FR-1,Albany,23.85,2023 America East Indoor Championships,"Feb 18, 2023",NWI
10,"Taylor, Lauryn",JR-3,VCU,"23.87
#",Atlantic 10 Indoor Track & Field Championships,"Feb 25, 2023",NWI
11,"Aduma, Amira",SR-4,Hampton,23.90,CAA Indoor Track & Field Championships,"Feb 22, 2023",NWI
12,"Wright, Jessica",SR-4,Howard,23.92,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
13,"Fair, Chloe",FR-1,Harvard,"23.95
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023",NWI
14,"Goudros, Izzy",SO-2,Harvard,24.01,Tiger Paw Invite,"Feb 10, 2023",NWI
15,"Quinn, Meghan",JR-3,Bucknell,24.03,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
16,"Lowe, Rori",JR-3,Albany,24.05,2023 America East Indoor Championships,"Feb 18, 2023",NWI
16,"Pittman, Tiffani Rae",SO-2,Howard,24.05,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
16,"Hill, Kyla",JR-3,Fordham,24.05,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
19,"Abinusawa, Moforehan",FR-1,Penn,24.06,Penn Select 10,"Jan 14, 2023",NWI
20,"Dade, De'ja",SR-4,Howard,24.09,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
21,"Drayton, Maya",JR-3,Georgetown,24.11,BIG EAST Indoor Track & Field Championships,"Feb 24, 2023",NWI
22,"Bent, Delicia",FR-1,St. John's,24.13,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
23,"Brown, Jermecia",JR-3,Penn State,24.20,Sykes & Sabock Invitational,"Feb 4, 2023",NWI
24,"Jons, Piper",JR-3,Elon,24.23,CAA Indoor Track & Field Championships,"Feb 22, 2023",NWI
25,"Mangan, Molly",SR-4,Navy,24.25,Patriot League Indoor Track & Field Championships,"Feb 25, 2023",NWI
26,"Ash, Jailya",SO-2,Connecticut,24.27,Joe Donahue Games Opener,"Dec 9, 2022",NWI
27,"Cuervo, Cristal",SO-2,Towson,24.31,CAA Indoor Track & Field Championships,"Feb 22, 2023",NWI
27,"Montoya, Emma",SR-4,Boston University,24.31,2023 Boston University Battle in Beantown,"Jan 21, 2023",NWI
29,"Tucker, Maya",SO-2,Towson,24.32,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
30,"Goldstein, Zoey",SO-2,Penn State,24.35,Sykes & Sabock Invitational,"Feb 4, 2023",NWI
31,"Jones, Jada",FR-1,Dartmouth,24.36,Suffolk Ice Breaker,"Jan 14, 2023",NWI
32,"Davis, Aja",JR-3,Delaware,24.37,Big Apple Invitational,"Feb 11, 2023",NWI
32,"Stevens, Maddie",SO-2,NJIT,24.37,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
34,"Lawson, Kiya",FR-1,Howard,24.38,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
35,"Fitzgerald, Jadah",FR-1,Georgetown,24.39,BIG EAST Indoor Track & Field Championships,"Feb 24, 2023",NWI
36,"Sutter, Sabrina",SR-4,Navy,24.40,Patriot League Indoor Track & Field Championships,"Feb 25, 2023",NWI
37,"Chestnut, Brooklyn",JR-3,St. John's,24.41,2023 Indoor IC4A/ECAC,"Mar 3, 2023",NWI
38,"Mponzi, Brianna",SO-2,Princeton,"24.42
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023",NWI
39,"Ndip-Agbor, Egbe",SO-2,Harvard,24.44,Boston University Scarlet and White Invite,"Feb 4, 2023",NWI
40,"Princz, Lauren",SO-2,Penn State,24.47,Sykes & Sabock Invitational,"Feb 4, 2023",NWI
41,"Washington, Lamaria",SO-2,Howard,24.48,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
41,"Ervin, Emily",SO-2,William & Mary,24.48,Penn State National Open,"Jan 27, 2023",NWI
41,"Andrew, Mfoniso",FR-1,Harvard,24.48,Boston University Scarlet and White Invite,"Feb 4, 2023",NWI
44,"Alphonse, Kimani",SR-4,Coppin State,24.50,MEAC Indoor Track & Field Championships,"Feb 19, 2023",NWI
44,"Smith, Jada",FR-1,Boston University,24.50,2023 Boston University John Thomas Terrier Classic,"Jan 27, 2023",NWI
46,"Adams, Jamie",FR-1,Loyola (Md.),24.51,Penn State National Open,"Jan 27, 2023",NWI
47,"Ingemi, India",SO-2,Princeton,24.52,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
48,"Perez-Tucker, Zionna",FR-1,Mount St. Mary's,24.55,Sykes & Sabock Invitational,"Feb 4, 2023",NWI
48,"Whittaker , Isabella",FR-1,Penn,24.55,Scarlet Knight Open,"Feb 3, 2023",NWI
50,"Asante, Adelaide",SO-2,Princeton,"24.57
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023",NWI

1,"Kersulis, Tomas",JR-3,Cornell,45.78,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
2,"Traore, Cheickna",SR-4,Ramapo,46.85,NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
3,"Popelka, Logan",FR-1,Boston University,46.87,Patriot League Indoor Track & Field Championships,"Feb 25, 2023"
4,"Martino, Korbin",SO-2,Penn State,46.92,Big Ten Indoor Championships,"Feb 24, 2023"
5,"Guillaume, Jacques",SO-2,Navy,46.95,Patriot League Indoor Track & Field Championships,"Feb 25, 2023"
6,"Ventura, Wellington",SR-4,Connecticut,46.98,BIG EAST Indoor Track & Field Championships,"Feb 24, 2023"
7,"Shirley, Aaron",JR-3,Harvard,47.12,Tiger Paw Invite,"Feb 10, 2023"
8,"Lapit, Gregory",JR-3,Harvard,"47.17
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023"
9,"Dimon, Anderson",JR-3,Princeton,47.33,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
10,"Beckford, Ashane",SR-4,Maryland-Eastern Shore,47.37,2023 Indoor IC4A/ECAC,"Mar 3, 2023"
11,"Ricketts , Malik",SO-2,Fairleigh Dickinson,47.43,2023 Indoor IC4A/ECAC,"Mar 3, 2023"
12,"Kent, Nathan",FR-1,Navy,47.44,Patriot League Indoor Track & Field Championships,"Feb 25, 2023"
13,"Onwuka, James",SO-2,Penn State,47.48,Music City Challenge,"Feb 10, 2023"
13,"Watkins, Jahlanhnee",SR-4,Maryland-Eastern Shore,47.48,2023 Boston University John Thomas Terrier Classic,"Jan 27, 2023"
15,"Couture, Cory",JR-3,Merrimack,47.51,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
16,"Brown, Janoi",SR-4,Maryland-Eastern Shore,47.56,MEAC Indoor Track & Field Championships,"Feb 19, 2023"
17,"Blackman, Dugion",SO-2,Hampton,47.60,South Carolina Invitational 2023,"Feb 3, 2023"
18,"Kelley, Jack",JR-3,Brown,"47.61
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023"
19,"Murray, Liam",FR-1,Dartmouth,"47.62
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023"
20,"Dove, Angus",JR-3,Cornell,"47.67
#",Ivy League Heptagonal Indoor Track & Field Championships,"Feb 25, 2023"
21,"Hebron, Savion",JR-3,Penn State,47.68,Big Ten Indoor Championships,"Feb 24, 2023"
22,"McQuide, Max",SO-2,Boston College,47.69,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
23,"Gaudreau, Joseph",SR-4,UMass Lowell,47.71,2023 America East Indoor Championships,"Feb 18, 2023"
24,"Simmons, Jonathan",SO-2,Navy,47.74,2023 Darius Dixon Memorial Invitational,"Feb 10, 2023"
25,"Davey, Devon",JR-3,Columbia,47.76,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
26,"Flaker, Jarett",JR-3,George Mason,"47.86
#",Atlantic 10 Indoor Track & Field Championships,"Feb 25, 2023"
27,"Pratt, Kacey",SO-2,VCU,"47.89
#",Atlantic 10 Indoor Track & Field Championships,"Feb 25, 2023"
28,"Brotschi, Haydn",FR-1,Columbia,47.97,2023 Indoor IC4A/ECAC,"Mar 3, 2023"
29,"Miller, Aaron",SO-2,Yale,48.00,2023 Indoor IC4A/ECAC,"Mar 3, 2023"
30,"Blake, Nicardo",JR-3,Albany,48.01,2023 America East Indoor Championships,"Feb 18, 2023"
31,"Gittens, Joshua",JR-3,Cornell,48.12,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
31,"Woodell, Jameson",SR-4,Rutgers,48.12,Bob Pollock,"Jan 27, 2023"
33,"Griner, Luke",JR-3,Army West Point,48.13,Virginia Tech Invitational,"Jan 13, 2023"
34,"Estrada, Jason",FR-1,Brown,48.15,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
35,"Etienne, Dave",SR-4,New Jersey City,48.17,2023 Boston University John Thomas Terrier Classic,"Jan 27, 2023"
36,"Gair, Liam",FR-1,Boston University,"48.20
@",Don Kirby Elite Invitational,"Feb 10, 2023"
37,"Doyle, William",JR-3,Princeton,48.21,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
38,"Hill, Josiah",JR-3,Hampton,48.22,CAA Indoor Track & Field Championships,"Feb 22, 2023"
39,"Reader, Daniel",SO-2,Mount St. Mary's,48.24,Navy Invitational,"Dec 3, 2022"
40,"Brown, Nick",SO-2,VMI,48.25,Southern Conference Indoor Track and Field Championships,"Feb 25, 2023"
41,"Bogannam, Kashief",SR-4,UMass Lowell,48.26,2023 Indoor IC4A/ECAC,"Mar 3, 2023"
42,"Exantus, Ramsley",SR-4,So. Conn. St.,48.29,Northeast-10 Indoor Track & Field Championships,"Feb 16, 2023"
42,"N'Dabian, Christ",JR-3,So. Conn. St.,48.29,Northeast-10 Indoor Track & Field Championships,"Feb 16, 2023"
44,"Levy, Justin",FR-1,Harvard,48.30,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
44,"Hill, Jeremiah",JR-3,Hampton,48.30,South Carolina Invitational 2023,"Feb 3, 2023"
46,"Boyer, Jerome",SR-4,Rider,48.31,Rutgers Holiday Classic,"Dec 2, 2022"
47,"Serrano-Wu, Max",SR-4,Harvard,48.32,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
