Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
4,"Anderson, Joshua",FR-1,North Central (Minn.),36.18m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
5,"Paulson , Ben",SO-2,Minnesota-Morris,35.86m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
6,"Owata, Ethan",FR-1,Northwestern (Minn.),32.90m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
7,"Ohman, Greg",FR-1,Minnesota-Morris,32.70m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
8,"Nye, Cody",JR-3,Minnesota-Morris,32.26m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
9,"Hahm, Isaiah",SR-4,Martin Luther,31.05m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
10,"Middleton, Q",SR-4,Northwestern (Minn.),30.99m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
11,"Petersen, Luke",SR-4,Minnesota-Morris,30.69m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
12,"Thornbrugh, Conor",SO-2,Minnesota-Morris,29.62m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
13,"Bueckers, Robert",FR-1,North Central (Minn.),28.17m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
14,"Moldenhauer, Alexander",FR-1,Martin Luther,28.14m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
15,"Costin, William",JR-3,Martin Luther,27.66m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
16,"Johannes, Kelvin",SR-4,Martin Luther,25.43m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
17,"Wegner, Cameron",FR-1,Wis.-Superior,24.16m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
18,"Gare, Keegan",FR-1,North Central (Minn.),23.68m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Men
1,"Nelson, Abby",JR-3,Bethany Lutheran,34.64m,Norse Invite,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
2,"Nelson, Emma",JR-3,Martin Luther,34.36m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
3,"Erickson, Emma",SO-2,Wis.-Superior,33.41m,Rex Foster Twilight,"Apr 7, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
4,"Hagedorn, Emmaline",SO-2,Martin Luther,32.59m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
5,"Steinbring, Jennifer",SO-2,Minnesota-Morris,32.28m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
6,"Romsdahl, Madelinn",FR-1,Martin Luther,31.67m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
7,"Nolte, Elise",FR-1,Martin Luther,30.64m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
8,"Baker, Hannah",FR-1,Wis.-Superior,30.57m,Rex Foster Twilight,"Apr 7, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
9,"Parsons, Lauren",FR-1,Minnesota-Morris,26.72m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
10,"Big Crow, Kianna",SO-2,Minnesota-Morris,26.18m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
11,"Ashton, Emily",FR-1,Northwestern (Minn.),26.01m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
12,"Siedow, Kassidy",SO-2,Minnesota-Morris,23.91m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
13,"Overturf, Siri",FR-1,Minnesota-Morris,23.36m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
14,"Johnson, Meghan",FR-1,Martin Luther,22.51m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
15,"Jones, MiCayla",SR-4,North Central (Minn.),22.26m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
16,"Gerdes, Madison",FR-1,Minnesota-Morris,21.48m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
17,"knopp, Bethany",FR-1,Minnesota-Morris,18.65m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
18,"Cox, Sydney",FR-1,Wis.-Superior,17.30m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
19,"Gerdes, Alexis",FR-1,Minnesota-Morris,14.78m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
20,"Hoglund, Christina",FR-1,North Central (Minn.),14.46m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
21,"Domke, Leah",FR-1,Martin Luther,9.64m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Discus,UMAC Outdoor Performance List,Women
1,"Petersen, Luke",SR-4,Minnesota-Morris,49.51m,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
2,"Staryszak, Anthony",FR-1,Minnesota-Morris,47.30m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
3,"Ohman, Nate",JR-3,Wis.-Superior,43.46m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
4,"Nye, Cody",JR-3,Minnesota-Morris,42.79m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
5,"Zepeda, Bryan",SR-4,Minnesota-Morris,39.46m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
6,"Paulson , Ben",SO-2,Minnesota-Morris,38.82m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
7,"Thornbrugh, Conor",SO-2,Minnesota-Morris,36.63m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
8,"Heng, Gideon",FR-1,North Central (Minn.),34.47m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
9,"Hahm, Isaiah",SR-4,Martin Luther,33.83m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
10,"Anderson, Joshua",FR-1,North Central (Minn.),30.72m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
11,"Moldenhauer, Alexander",FR-1,Martin Luther,29.52m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
12,"Costin, William",JR-3,Martin Luther,25.07m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
13,"Middleton, Q",SR-4,Northwestern (Minn.),23.90m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
14,"Johannes, Kelvin",SR-4,Martin Luther,21.91m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Men
1,"Hughlett, Kasha",JR-3,Wis.-Superior,43.32m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
2,"Erickson, Emma",SO-2,Wis.-Superior,33.79m,Rex Foster Twilight,"Apr 7, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
3,"Baker, Hannah",FR-1,Wis.-Superior,32.83m,Rex Foster Twilight,"Apr 7, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
4,"Steinbring, Jennifer",SO-2,Minnesota-Morris,32.81m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
5,"Briggs, Anna",SO-2,Minnesota-Morris,32.54m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
6,"Overturf, Siri",FR-1,Minnesota-Morris,31.29m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
7,"Nolte, Elise",FR-1,Martin Luther,31.05m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
8,"Bader, Sidney",FR-1,Wis.-Superior,27.96m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
9,"Domke, Leah",FR-1,Martin Luther,27.34m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
10,"Parsons, Lauren",FR-1,Minnesota-Morris,27.28m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
11,"Schlei, Ella",FR-1,Martin Luther,26.57m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
12,"Hagedorn, Emmaline",SO-2,Martin Luther,26.48m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
13,"Romsdahl, Madelinn",FR-1,Martin Luther,26.16m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
14,"Big Crow, Kianna",SO-2,Minnesota-Morris,25.99m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
15,"Gerdes, Alexis",FR-1,Minnesota-Morris,25.90m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
16,"Jones, MiCayla",SR-4,North Central (Minn.),25.38m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
17,"Gerdes, Madison",FR-1,Minnesota-Morris,24.61m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
18,"Johnson, Meghan",FR-1,Martin Luther,23.29m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
19,"Cox, Sydney",FR-1,Wis.-Superior,20.55m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
20,"Hoglund, Christina",FR-1,North Central (Minn.),18.27m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Hammer,UMAC Outdoor Performance List,Women
1,"Thornbrugh, Conor",SO-2,Minnesota-Morris,42.59m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
2,"Foster, Earl",SO-2,Wis.-Superior,42.45m,Rex Foster Twilight,"Apr 7, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
3,"Pausch, Colten",SR-4,Crown,42.23m,Bethel Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
4,"Lynch, Garrett",SO-2,Wis.-Superior,35.89m,Rex Foster Twilight,"Apr 7, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
5,"Bueckers, Robert",FR-1,North Central (Minn.),34.57m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
6,"Moldenhauer, Alexander",FR-1,Martin Luther,32.57m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
7,"Gare, Keegan",FR-1,North Central (Minn.),32.37m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
8,"Anderson, Joshua",FR-1,North Central (Minn.),31.51m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
9,"Chrenshaw, Christoper",JR-3,Martin Luther,30.41m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
10,"Holmes, Maxwell",SO-2,Martin Luther,24.93m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
11,"Simba, Chrino",FR-1,Bethany Lutheran,22.10m,Norse Invite,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Men
1,"Witbrod, Stephanie",SO-2,Bethany Lutheran,34.80m,Norse Invite,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
2,"DeQuevedo, Alexxa",JR-3,Wis.-Superior,33.18m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
3,"Siedow, Kassidy",SO-2,Minnesota-Morris,33.13m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
4,"Ashton, Emily",FR-1,Northwestern (Minn.),32.84m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
5,"Gosch, Erika",SR-4,Martin Luther,30.68m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
6,"Brauer, Elena",FR-1,Martin Luther,28.16m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
7,"Schmitz, Cora",FR-1,Wis.-Superior,26.15m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
8,"Parsons, Lauren",FR-1,Minnesota-Morris,25.18m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
9,"Bader, Sidney",FR-1,Wis.-Superior,22.59m,SMU Cardinal Invitational,"Apr 15, 2023",NaN,Javelin,UMAC Outdoor Performance List,Women
