Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
3,"Garvey, Norah",JR-3,Husson,1:13.57,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
4,"Burr, Carrie",JR-3,Maine-Farmington,1:16.29,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
5,"Freeman, Alexis",FR-1,Husson,1:18.92,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
6,"Perry, Niamiah",FR-1,Husson,1:21.43,Springfield College Classic,"Apr 8, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
7,"Rivera, Patricia",SO-2,NVU-Johnson,1:22.13,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
8,"MacDonald, Anna",SO-2,Maine-Farmington,1:22.23,Monks Track & Field,"Apr 14, 2023",NaN,400 Hurdles,North Atlantic Conference Outdoor Performance List,Women
1,"Dufort, Covy",JR-3,Maine-Farmington,9:48.96,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
2,"Hooper, Jarrod",SR-4,Thomas College,10:23.07,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
3,"Leiter, Derek",FR-1,SUNY Delhi,10:48.69,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
4,"Recore, Nik",FR-1,SUNY Cobleskill,10:59.76,Cortland Upstate Alternative,"Apr 15, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
5,"Stone, Jeremy",SO-2,Husson,11:12.77,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
6,"Rhinesmith, Jacob",FR-1,SUNY Cobleskill,11:14.11,Cortland Upstate Alternative,"Apr 15, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
7,"Grierson, Stephen",SO-2,Maine-Presque Isle,11:15.17,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
8,"Hargrove, Owen",SO-2,Thomas College,11:16.21,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
9,"O'Neal, Austin",JR-3,Husson,11:45.24,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Men
1,"Wolcott, Alexa",FR-1,SUNY Delhi,12:02.43,Cortland Upstate Alternative,"Apr 15, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
2,"MacDonald, Anna",SO-2,Maine-Farmington,13:18.15,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
3,"Bedore, Grace",FR-1,Husson,14:03.85,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
4,"Abbott, Emma",SO-2,Husson,14:14.58,Springfield College Classic,"Apr 8, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
5,"Ireland, Rebekah",FR-1,Thomas College,14:14.66,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
6,"Jackson, Isabelle",SR-4,Husson,14:42.54,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
7,"Eaton, Emily",SR-4,Maine-Farmington,15:44.54,Monks Track & Field,"Apr 14, 2023",NaN,3000 Steeplechase,North Atlantic Conference Outdoor Performance List,Women
1,"Pelletier, Plamondon, Cahill, Raye",NA,Thomas College,43.99,Monks Track & Field,"Apr 14, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Men
2,"Masocco, Cusmano, Rosario, Foote",NA,SUNY Cobleskill,45.03,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Men
3,"Adow, Castaldo, Vachon, Reeve",NA,Maine-Farmington,45.90,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Men
4,"Hart, Ramos, Feeney, Zapata",NA,Husson,46.51,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Men
5,"Wimberly, Schelenback, Schienbeck, McEleney",NA,NVU-Johnson,48.36,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Men
1,"Richards, Cole, Rodi, Whyte",NA,SUNY Delhi,48.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
2,"Cotoni, Stiles, Laslie, Hubbard",NA,Husson,52.51,Monks Track & Field,"Apr 14, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
3,"Johnson, Minott, Todd, Perry",NA,Maine-Farmington,52.76,Monks Track & Field,"Apr 14, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
4,"Girard, Ward, Swyers, Stevens",NA,SUNY Cobleskill,53.29,Cortland Red Dragon Open,"Apr 8, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
5,"Redding, Charles, Albraihi, Watkins",NA,Thomas College,54.80,Monks Track & Field,"Apr 14, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
6,"McLaughlin, Rodriguez, Osborne, Williams",NA,Maine-Presque Isle,57.19,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,4 x 100 Relay,North Atlantic Conference Outdoor Performance List,Women
1,"Race, Davis, Cuevas, Castro",NA,SUNY Delhi,3:26.43,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Men
2,"Cahill, Pelletier, McQuarrie, Hooper",NA,Thomas College,3:36.45,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Men
3,"DeCourt, Ramos, Cromwell, Feeney",NA,Husson,3:38.31,Monks Track & Field,"Apr 14, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Men
4,"Wimberly, Schienbeck, Nawoichik, Schieferstein",NA,NVU-Johnson,3:46.06,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Men
1,"Whitten, Garvey, Goodwin, Hubbard",NA,Husson,4:16.13,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Women
2,"Albraihi, Winslow, Redding, Shannon",NA,Thomas College,4:43.61,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Women
3,"Richards, Whyte, Dean, Rodi",NA,SUNY Delhi,4:47.09,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Women
4,"Eames, Cervantes, Rivera, Wooster",NA,NVU-Johnson,4:55.96,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,4 x 400 Relay,North Atlantic Conference Outdoor Performance List,Women
1,"Adow, Yussuf",SR-4,Maine-Farmington,1.85m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
1,"Zapata, Christian",SO-2,Husson,1.85m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
3,"Rosario, Jeremy",FR-1,SUNY Cobleskill,1.78m,Cortland Red Dragon Open,"Apr 8, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
4,"Dyer, Westley",FR-1,Maine-Presque Isle,1.75m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
5,"Pelletier, Kyle",FR-1,Thomas College,1.73m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
5,"Cusmano, Kameron",FR-1,SUNY Cobleskill,1.73m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
7,"Anderson, Xee",JR-3,NVU-Johnson,1.70m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
8,"Reed, Nyden",SO-2,Maine-Presque Isle,1.60m,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
9,"Gadwah, Miles",FR-1,Thomas College,1.48m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
10,"Brooke, Jordan",JR-3,Thomas College,1.45m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Men
1,"Ward, Lilah",SO-2,SUNY Cobleskill,1.55m,Cortland Red Dragon Open,"Apr 8, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
2,"Harrington, Josie",FR-1,Thomas College,1.51m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
3,"Gregory, Nina",FR-1,Husson,1.47m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
4,"Watkins, Tori",FR-1,Thomas College,1.43m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
5,"Williams, Chantel",FR-1,Maine-Presque Isle,1.40m,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
6,"Rodriguez, Lexi",FR-1,Maine-Presque Isle,1.37m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
7,"Girard, Hayleigh",SO-2,SUNY Cobleskill,1.35m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
8,"Goodwin, Payton",JR-3,Husson,1.32m,Springfield College Classic,"Apr 8, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
9,"Minott, Abby",SR-4,Maine-Farmington,1.28m,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
10,"Freeman, Alexis",FR-1,Husson,1.27m,Monks Track & Field,"Apr 14, 2023",NaN,High Jump,North Atlantic Conference Outdoor Performance List,Women
1,"Hart, Josh",SR-4,Husson,4.11m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Men
2,"Masocco, Michael",FR-1,SUNY Cobleskill,3.30m,Cortland Red Dragon Open,"Apr 8, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Men
3,"Feeney, Phillip",SR-4,Husson,2.65m,Monks Track & Field,"Apr 14, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Men
3,"Brooke, Jordan",JR-3,Thomas College,2.65m,Monks Track & Field,"Apr 14, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Men
5,"Gadwah, Miles",FR-1,Thomas College,2.55m,Monks Track & Field,"Apr 14, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Men
1,"Cotoni, Angelina",FR-1,Husson,2.65m,Springfield College Classic,"Apr 8, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Women
2,"Freeman, Alexis",FR-1,Husson,2.50m,Monks Track & Field,"Apr 14, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Women
3,"Swyers	, Jenna",FR-1,SUNY Cobleskill,2.20m,Cortland Red Dragon Open,"Apr 8, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Women
4,"Jackson, Isabelle",SR-4,Husson,2.05m,Monks Track & Field,"Apr 14, 2023",NaN,Pole Vault,North Atlantic Conference Outdoor Performance List,Women
1,"Plamondon, Nick",FR-1,Thomas College,6.89m,Monks Track & Field,"Apr 14, 2023",-2.7,Long Jump,North Atlantic Conference Outdoor Performance List,Men
2,"Vachon, Ben",SO-2,Maine-Farmington,6.66m,Monks Track & Field,"Apr 14, 2023",0.1,Long Jump,North Atlantic Conference Outdoor Performance List,Men
3,"Cuevas, Cristhian",FR-1,SUNY Delhi,6.51m,Utica Pioneer Spring Invite,"Apr 7, 2023",+0.0,Long Jump,North Atlantic Conference Outdoor Performance List,Men
4,"Brown, Hezekiah",FR-1,Lesley,6.14m,Monks Track & Field,"Apr 14, 2023",-2.3,Long Jump,North Atlantic Conference Outdoor Performance List,Men
5,"Foster, Luke",FR-1,SUNY Delhi,5.94m,Cortland Upstate Alternative,"Apr 15, 2023",0.9,Long Jump,North Atlantic Conference Outdoor Performance List,Men
6,"Masocco, Michael",FR-1,SUNY Cobleskill,5.87m,Cortland Upstate Alternative,"Apr 15, 2023",3.0,Long Jump,North Atlantic Conference Outdoor Performance List,Men
7,"Moore , Malik",SR-4,NVU-Johnson,5.81m,Monks Track & Field,"Apr 14, 2023",0.1,Long Jump,North Atlantic Conference Outdoor Performance List,Men
8,"Gagnon, Avery",FR-1,Husson,5.77m,AIC Yellowjacket Invitational,"Apr 1, 2023",+0.0,Long Jump,North Atlantic Conference Outdoor Performance List,Men
9,"Rounds, Mitch",FR-1,Thomas College,5.55m,Monks Track & Field,"Apr 14, 2023",0.5,Long Jump,North Atlantic Conference Outdoor Performance List,Men
10,"Cusmano, Kameron",FR-1,SUNY Cobleskill,5.53m,Cortland Upstate Alternative,"Apr 15, 2023",2.6,Long Jump,North Atlantic Conference Outdoor Performance List,Men
1,"Williams, Chantel",FR-1,Maine-Presque Isle,5.01m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",1.6,Long Jump,North Atlantic Conference Outdoor Performance List,Women
2,"Stevens, Shealinn",FR-1,SUNY Cobleskill,4.95m,Cortland Upstate Alternative,"Apr 15, 2023",-0.5,Long Jump,North Atlantic Conference Outdoor Performance List,Women
3,"Goodwin, Payton",JR-3,Husson,4.71m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",+0.0,Long Jump,North Atlantic Conference Outdoor Performance List,Women
4,"Dean, Kimberly",JR-3,SUNY Delhi,4.68m,Cortland Upstate Alternative,"Apr 15, 2023",2.2,Long Jump,North Atlantic Conference Outdoor Performance List,Women
5,"Minott, Abby",SR-4,Maine-Farmington,4.60m,Monks Track & Field,"Apr 14, 2023",+0.0,Long Jump,North Atlantic Conference Outdoor Performance List,Women
6,"Young, Quinn",SO-2,Husson,4.45m,Monks Track & Field,"Apr 14, 2023",-0.2,Long Jump,North Atlantic Conference Outdoor Performance List,Women
7,"Shannon, Lexy",FR-1,Thomas College,4.42m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.7,Long Jump,North Atlantic Conference Outdoor Performance List,Women
8,"Ward, Lilah",SO-2,SUNY Cobleskill,4.32m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",-1.0,Long Jump,North Atlantic Conference Outdoor Performance List,Women
9,"McLaughlin, Monica",FR-1,Maine-Presque Isle,4.26m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",1.1,Long Jump,North Atlantic Conference Outdoor Performance List,Women
10,"Perry, Niamiah",FR-1,Husson,4.22m,Monks Track & Field,"Apr 14, 2023",-0.7,Long Jump,North Atlantic Conference Outdoor Performance List,Women
1,"Vachon, Ben",SO-2,Maine-Farmington,12.93m,Monks Track & Field,"Apr 14, 2023",-0.7,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
2,"Marrero, Dylan",FR-1,Maine-Presque Isle,12.19m,Monks Track & Field,"Apr 14, 2023",+0.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
3,"Gagnon, Avery",FR-1,Husson,11.87m,Monks Track & Field,"Apr 14, 2023",+0.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
4,"Cusmano, Kameron",FR-1,SUNY Cobleskill,11.42m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",0.2,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
5,"Rounds, Mitch",FR-1,Thomas College,10.90m,Monks Track & Field,"Apr 14, 2023",+0.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
6,"Stone, Jeremy",SO-2,Husson,9.84m,Monks Track & Field,"Apr 14, 2023",+0.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Men
1,"Minott, Abby",SR-4,Maine-Farmington,10.38m,Wesleyan Swanson Invite,"Mar 26, 2023",2.6,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
2,"Swyers, Lilly",FR-1,SUNY Cobleskill,10.29m,Cortland Upstate Alternative,"Apr 15, 2023",2.3,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
3,"Johnson, Erica",FR-1,Maine-Farmington,10.26m,SNHU Spring Twilight Invitational,"Mar 31, 2023",1.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
4,"Young, Quinn",SO-2,Husson,9.89m,Monks Track & Field,"Apr 14, 2023",-0.2,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
5,"Perry, Niamiah",FR-1,Husson,8.90m,Monks Track & Field,"Apr 14, 2023",-1.6,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
6,"Fletcher, Megan",FR-1,Husson,8.33m,Monks Track & Field,"Apr 14, 2023",-1.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
7,"Jackson, Madelaine",FR-1,Husson,7.45m,Monks Track & Field,"Apr 14, 2023",-1.0,Triple Jump,North Atlantic Conference Outdoor Performance List,Women
1,"Gray, Tim",SR-4,NVU-Johnson,15.11m,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
2,"Tuulima, Joseph",SO-2,Maine-Presque Isle,14.41m,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
3,"Canwell, Alixx",SR-4,Maine-Farmington,14.28m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
4,"Harvey, Jack",SO-2,Thomas College,11.67m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
5,"McAtee, Xavier",FR-1,Maine-Presque Isle,11.65m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
6,"Sheran, Alex",JR-3,Maine-Farmington,11.63m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
7,"Grady, Thomas",FR-1,Thomas College,11.55m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
8,"Franklin, Van",SO-2,Thomas College,11.27m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
9,"Demmons, Connor",SR-4,Maine-Farmington,11.23m,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
10,"Bojarski, Max",SO-2,Thomas College,11.07m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Men
1,"DiSanto, Mary",SO-2,Thomas College,11.93m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
2,"Messina, Kitty",SO-2,SUNY Delhi,11.30m,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
3,"Durden, Mercedes",JR-3,NVU-Johnson,10.52m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
4,"Cote, Chelsey",FR-1,Thomas College,9.99m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
5,"Fletcher, Megan",FR-1,Husson,9.88m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
6,"Hargreaves, Emily",JR-3,Maine-Farmington,9.49m,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
7,"Scroggins, Aaralyn",SO-2,Husson,9.21m,Springfield College Classic,"Apr 8, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
8,"Betham, Christina",SR-4,NVU-Johnson,9.10m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
9,"Wardwell , Gabby",JR-3,NVU-Johnson,9.00m,Monks Track & Field,"Apr 14, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
9,"Richards, Katelyn",JR-3,Thomas College,9.00m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Shot Put,North Atlantic Conference Outdoor Performance List,Women
1,"Tuulima, Joseph",SO-2,Maine-Presque Isle,39.64m,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
2,"Franklin, Van",SO-2,Thomas College,37.86m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
3,"McAtee, Xavier",FR-1,Maine-Presque Isle,37.79m,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
4,"Marks, Cal",FR-1,SUNY Cobleskill,36.71m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
5,"Gray, Tim",SR-4,NVU-Johnson,36.54m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
6,"Sheran, Alex",JR-3,Maine-Farmington,36.51m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
7,"Canwell, Alixx",SR-4,Maine-Farmington,36.27m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
8,"Demmons, Connor",SR-4,Maine-Farmington,35.36m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
9,"Harvey, Jack",SO-2,Thomas College,33.88m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
10,"Grazulis, Jaden",FR-1,Husson,33.10m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Men
1,"DiSanto, Mary",SO-2,Thomas College,35.88m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
2,"Durden, Mercedes",JR-3,NVU-Johnson,34.84m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
3,"Messina, Kitty",SO-2,SUNY Delhi,30.04m,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
4,"Cote, Chelsey",FR-1,Thomas College,30.03m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
5,"Curcurcu, Angelena",FR-1,Husson,29.69m,Springfield College Classic,"Apr 8, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
6,"Fletcher, Megan",FR-1,Husson,29.41m,Springfield College Classic,"Apr 8, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
7,"Richards, Katelyn",JR-3,Thomas College,28.36m,Monks Track & Field,"Apr 14, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
8,"Harmon-Bolding, Kaitlyn",SO-2,Maine-Farmington,27.58m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
9,"Hargreaves, Emily",JR-3,Maine-Farmington,27.32m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
10,"Reynolds, Katelynn",FR-1,Husson,26.45m,Springfield College Classic,"Apr 8, 2023",NaN,Discus,North Atlantic Conference Outdoor Performance List,Women
1,"Canwell, Alixx",SR-4,Maine-Farmington,48.49m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
1,"Gray, Tim",SR-4,NVU-Johnson,48.49m,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
3,"Bojarski, Max",SO-2,Thomas College,39.62m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
4,"Marks, Cal",FR-1,SUNY Cobleskill,38.42m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
5,"Urszinyi, Alex",SR-4,Maine-Farmington,37.35m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
6,"Sheran, Alex",JR-3,Maine-Farmington,35.98m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
7,"Keimel, Connor",SO-2,Thomas College,34.02m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
8,"Franklin, Van",SO-2,Thomas College,30.62m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
9,"Grady, Thomas",FR-1,Thomas College,29.65m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
10,"Grazulis, Jaden",FR-1,Husson,28.16m,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Men
1,"Hargreaves, Emily",JR-3,Maine-Farmington,39.08m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
2,"Messina, Kitty",SO-2,SUNY Delhi,38.06m,Cortland Upstate Alternative,"Apr 15, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
3,"Scroggins, Aaralyn",SO-2,Husson,33.36m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
4,"Lybarger, Ilana",JR-3,Maine-Farmington,32.66m,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
5,"Fletcher, Megan",FR-1,Husson,30.22m,Springfield College Classic,"Apr 8, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
6,"Harmon-Bolding, Kaitlyn",SO-2,Maine-Farmington,30.06m,Monks Track & Field,"Apr 14, 2023",NaN,Hammer,North Atlantic Conference Outdoor Performance List,Women
