Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
1,"Smith, Josh",SR-4,Loras,10.62,UW-Platteville Invitational,"Apr 14, 2023",-2.0,100 Meters,American Rivers Outdoor Performance List,Men
2,"Bell, Jaylen",JR-3,Dubuque,10.70,Good Friday Open,"Apr 7, 2023",4.3,100 Meters,American Rivers Outdoor Performance List,Men
2,"Williams, Randy",FR-1,Wartburg,10.70,Wartburg Outdoor Select,"Apr 1, 2023",2.6,100 Meters,American Rivers Outdoor Performance List,Men
4,"Bunten, Derik",SO-2,Loras,10.72,UW-Platteville Invitational,"Apr 14, 2023",1.2,100 Meters,American Rivers Outdoor Performance List,Men
5,"Conner, Morgan",JR-3,Nebraska Wesleyan,10.74,2023 Central Nebraska Challenge,"Apr 1, 2023",0.4,100 Meters,American Rivers Outdoor Performance List,Men
6,"Steed, Jeremiah",SR-4,Dubuque,10.78,Good Friday Open,"Apr 7, 2023",4.3,100 Meters,American Rivers Outdoor Performance List,Men
7,"Nolan, Riley",JR-3,Wartburg,10.82,Kansas Relays,"Apr 13, 2023",3.7,100 Meters,American Rivers Outdoor Performance List,Men
8,"Williams, Jaidyn",SO-2,Dubuque,10.84,Good Friday Open,"Apr 7, 2023",3.6,100 Meters,American Rivers Outdoor Performance List,Men
9,"Booker, Dallen",FR-1,Nebraska Wesleyan,10.92,2023 Central Nebraska Challenge,"Apr 1, 2023",2.4,100 Meters,American Rivers Outdoor Performance List,Men
10,"Deas, Brandon",SR-4,Luther,10.93,UW-Platteville Opener,"Apr 1, 2023",4.2,100 Meters,American Rivers Outdoor Performance List,Men
11,"Day, Frank",SO-2,Loras,10.95,Spartan Opener,"Apr 2, 2023",3.4,100 Meters,American Rivers Outdoor Performance List,Men
12,"Dalmeida, Steven",FR-1,Nebraska Wesleyan,10.98,Doane - Wesleyan Dual 2023,"Apr 7, 2023",0.6,100 Meters,American Rivers Outdoor Performance List,Men
13,"Smith, Derrick",SO-2,Wartburg,10.99,Wichita State KT Woodman Classic,"Apr 7, 2023",1.7,100 Meters,American Rivers Outdoor Performance List,Men
13,"Kamara, Jacob",SO-2,Wartburg,10.99,Wartburg Outdoor Select,"Apr 1, 2023",2.6,100 Meters,American Rivers Outdoor Performance List,Men
15,"Klein, De'Andre",SR-4,Loras,11.01,UW-Platteville Invitational,"Apr 14, 2023",-2.0,100 Meters,American Rivers Outdoor Performance List,Men
16,"Jeanisse, John",SO-2,Buena Vista,11.04,Mustang Open,"Apr 1, 2023",0.9,100 Meters,American Rivers Outdoor Performance List,Men
16,"Frost, JoJo",JR-3,Dubuque,11.04,Spartan Opener,"Apr 2, 2023",3.4,100 Meters,American Rivers Outdoor Performance List,Men
18,"Sams, Joseph",FR-1,Simpson (Iowa),11.07,Dutch-Storm Dual Meet,"Apr 14, 2023",2.4,100 Meters,American Rivers Outdoor Performance List,Men
19,"Achebe, Kendrick",FR-1,Simpson (Iowa),11.08,Dutch-Storm Dual Meet,"Apr 14, 2023",2.4,100 Meters,American Rivers Outdoor Performance List,Men
19,"Bates, Ashton",SO-2,Buena Vista,11.08,USD Early Bird,"Apr 7, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Men
19,"Foreman, Dayvion",SO-2,Loras,11.08,SAU Easter Weekend,"Apr 5, 2023",1.4,100 Meters,American Rivers Outdoor Performance List,Men
22,"Atikpohou, Kodjo",JR-3,Nebraska Wesleyan,11.10,Doane - Wesleyan Dual 2023,"Apr 7, 2023",1.8,100 Meters,American Rivers Outdoor Performance List,Men
22,"Coy, Michael",FR-1,Loras,11.10,Spartan Opener,"Apr 2, 2023",5.1,100 Meters,American Rivers Outdoor Performance List,Men
24,"Hardison, Blake",SO-2,Dubuque,11.12,UW-Platteville Invitational,"Apr 14, 2023",0.7,100 Meters,American Rivers Outdoor Performance List,Men
25,"Nauert, Austin",SO-2,Nebraska Wesleyan,11.13,2023 Central Nebraska Challenge,"Apr 1, 2023",1.6,100 Meters,American Rivers Outdoor Performance List,Men
1,"Noland, Gabrielle",SR-4,Loras,11.91,UW-Platteville Invitational,"Apr 14, 2023",2.3,100 Meters,American Rivers Outdoor Performance List,Women
2,"Edwards , Marion",SR-4,Loras,11.93,UW-Platteville Invitational,"Apr 14, 2023",2.3,100 Meters,American Rivers Outdoor Performance List,Women
3,"Seipel, Emma",SO-2,Dubuque,12.12,Spartan Opener,"Apr 2, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Women
4,"Creasy, Harmony",SO-2,Loras,12.14,UW-Platteville Invitational,"Apr 14, 2023",2.0,100 Meters,American Rivers Outdoor Performance List,Women
5,"Kohlhof, Kelly",SO-2,Loras,12.19,Spartan Opener,"Apr 2, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Women
6,"Sidney, Mikala",SO-2,Wartburg,12.26,Wartburg Outdoor Select,"Apr 1, 2023",2.2,100 Meters,American Rivers Outdoor Performance List,Women
7,"McMartin, Emily",FR-1,Central College,12.31,Dutch Invitational 2023,"Apr 7, 2023",3.1,100 Meters,American Rivers Outdoor Performance List,Women
8,"Booth, Kynzi",SO-2,Nebraska Wesleyan,12.45,Doane - Wesleyan Dual 2023,"Apr 7, 2023",0.6,100 Meters,American Rivers Outdoor Performance List,Women
9,"Geary, Breanne",SO-2,Nebraska Wesleyan,12.47,Doane - Wesleyan Dual 2023,"Apr 7, 2023",0.6,100 Meters,American Rivers Outdoor Performance List,Women
10,"Jondle, Katara",JR-3,Buena Vista,12.52,Sioux City Relays 2023,"Apr 14, 2023",1.6,100 Meters,American Rivers Outdoor Performance List,Women
11,"Sickelka, Willa",FR-1,Central College,12.55,Kansas Relays,"Apr 13, 2023",5.4,100 Meters,American Rivers Outdoor Performance List,Women
12,"Gustason, Mary",FR-1,Central College,12.57,Dutch Invitational 2023,"Apr 7, 2023",2.1,100 Meters,American Rivers Outdoor Performance List,Women
13,"Hourigan, Keeley",SO-2,Nebraska Wesleyan,12.65,2023 Central Nebraska Challenge,"Apr 1, 2023",2.8,100 Meters,American Rivers Outdoor Performance List,Women
14,"Johnston, Kylie",SR-4,Buena Vista,12.67,USD Early Bird,"Apr 7, 2023",4.6,100 Meters,American Rivers Outdoor Performance List,Women
15,"Clemons, Bianca",FR-1,Simpson (Iowa),12.70,Dutch-Storm Dual Meet,"Apr 14, 2023",3.5,100 Meters,American Rivers Outdoor Performance List,Women
16,"Alliss, Keira",FR-1,Dubuque,12.71,Spartan Opener,"Apr 2, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Women
17,"Cummins, Natalie",SO-2,Nebraska Wesleyan,12.76,2023 Central Nebraska Challenge,"Apr 1, 2023",1.2,100 Meters,American Rivers Outdoor Performance List,Women
18,"Kruse, Brooke",SO-2,Loras,12.77,Spartan Opener,"Apr 2, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Women
19,"Leimbach, Kate",FR-1,Nebraska Wesleyan,12.79,Doane - Wesleyan Dual 2023,"Apr 7, 2023",0.4,100 Meters,American Rivers Outdoor Performance List,Women
20,"Levi, Raegan",FR-1,Nebraska Wesleyan,12.85,2023 Central Nebraska Challenge,"Apr 1, 2023",1.2,100 Meters,American Rivers Outdoor Performance List,Women
21,"Egli, Sabryn",FR-1,Central College,12.88,Dutch Invitational 2023,"Apr 7, 2023",2.4,100 Meters,American Rivers Outdoor Performance List,Women
22,"Borzileri, Gianna",SO-2,Dubuque,12.89,Spartan Opener,"Apr 2, 2023",4.7,100 Meters,American Rivers Outdoor Performance List,Women
23,"Koranda, Shantel",JR-3,Nebraska Wesleyan,12.95,2023 Central Nebraska Challenge,"Apr 1, 2023",0.1,100 Meters,American Rivers Outdoor Performance List,Women
24,"Finn, Riley",SO-2,Dubuque,12.96,Good Friday Open,"Apr 7, 2023",3.5,100 Meters,American Rivers Outdoor Performance List,Women
25,"Dukuly, Sangai",SO-2,Coe,12.97,Cornell Invitational,"Apr 14, 2023",+0.0,100 Meters,American Rivers Outdoor Performance List,Women
1,"Dickinson, Kyle",SR-4,Nebraska Wesleyan,21.49,Doane - Wesleyan Dual 2023,"Apr 7, 2023",2.8,200 Meters,American Rivers Outdoor Performance List,Men
2,"Smith, Derrick",SO-2,Wartburg,21.62,Wartburg Outdoor Select,"Apr 1, 2023",-1.3,200 Meters,American Rivers Outdoor Performance List,Men
3,"Conner, Morgan",JR-3,Nebraska Wesleyan,21.71,2023 Central Nebraska Challenge,"Apr 1, 2023",2.8,200 Meters,American Rivers Outdoor Performance List,Men
4,"Patterson, Otis",SO-2,Dubuque,21.79,UW-Platteville Invitational,"Apr 14, 2023",0.6,200 Meters,American Rivers Outdoor Performance List,Men
5,"Bunten, Derik",SO-2,Loras,21.92,UW-Platteville Invitational,"Apr 14, 2023",0.6,200 Meters,American Rivers Outdoor Performance List,Men
6,"Steed, Jeremiah",SR-4,Dubuque,21.99,Good Friday Open,"Apr 7, 2023",2.4,200 Meters,American Rivers Outdoor Performance List,Men
7,"Booker, Dallen",FR-1,Nebraska Wesleyan,22.05,2023 Central Nebraska Challenge,"Apr 1, 2023",0.8,200 Meters,American Rivers Outdoor Performance List,Men
8,"Foreman, Dayvion",SO-2,Loras,22.12,UW-Platteville Invitational,"Apr 14, 2023",0.1,200 Meters,American Rivers Outdoor Performance List,Men
9,"Howell, Kobe",JR-3,Dubuque,22.13,UW-Platteville Invitational,"Apr 14, 2023",0.6,200 Meters,American Rivers Outdoor Performance List,Men
9,"Dalmeida, Steven",FR-1,Nebraska Wesleyan,22.13,Doane - Wesleyan Dual 2023,"Apr 7, 2023",2.8,200 Meters,American Rivers Outdoor Performance List,Men
11,"Klein, De'Andre",SR-4,Loras,22.18,UW-Platteville Invitational,"Apr 14, 2023",0.9,200 Meters,American Rivers Outdoor Performance List,Men
12,"Williams, Randy",FR-1,Wartburg,22.20,Wartburg Outdoor Select,"Apr 1, 2023",-1.3,200 Meters,American Rivers Outdoor Performance List,Men
13,"Christenson, Ben",SR-4,Nebraska Wesleyan,22.23,2023 Central Nebraska Challenge,"Apr 1, 2023",2.0,200 Meters,American Rivers Outdoor Performance List,Men
14,"Gruver, Aidan",FR-1,Wartburg,22.26,UW-Platteville Invitational,"Apr 14, 2023",0.7,200 Meters,American Rivers Outdoor Performance List,Men
15,"Vaske, Carson",SO-2,Loras,22.30,Spartan Opener,"Apr 2, 2023",5.0,200 Meters,American Rivers Outdoor Performance List,Men
16,"Bell, Jaylen",JR-3,Dubuque,22.31,UW-Platteville Invitational,"Apr 14, 2023",0.7,200 Meters,American Rivers Outdoor Performance List,Men
17,"Stackis, Easton",FR-1,Loras,22.32,Spartan Opener,"Apr 2, 2023",5.0,200 Meters,American Rivers Outdoor Performance List,Men
18,"Griffin, Nehemiah",SO-2,Dubuque,22.36,UW-Platteville Invitational,"Apr 14, 2023",0.7,200 Meters,American Rivers Outdoor Performance List,Men
19,"Micke, Jadon",JR-3,Buena Vista,22.42,USD Early Bird,"Apr 7, 2023",5.0,200 Meters,American Rivers Outdoor Performance List,Men
19,"Jeanisse, John",SO-2,Buena Vista,22.42,Mustang Open,"Apr 1, 2023",2.0,200 Meters,American Rivers Outdoor Performance List,Men
21,"Bates, Ashton",SO-2,Buena Vista,22.44,USD Early Bird,"Apr 7, 2023",5.4,200 Meters,American Rivers Outdoor Performance List,Men
22,"Nolan, Riley",JR-3,Wartburg,22.45,Wichita State KT Woodman Classic,"Apr 7, 2023",-0.9,200 Meters,American Rivers Outdoor Performance List,Men
23,"Atwater, Frankie",FR-1,Wartburg,22.46,Wartburg Outdoor Select,"Apr 1, 2023",-1.3,200 Meters,American Rivers Outdoor Performance List,Men
24,"Kamara, Jacob",SO-2,Wartburg,22.54,Wichita State KT Woodman Classic,"Apr 7, 2023",-0.3,200 Meters,American Rivers Outdoor Performance List,Men
25,"Meyer, McClain",FR-1,Nebraska Wesleyan,22.61,2023 Central Nebraska Challenge,"Apr 1, 2023",2.2,200 Meters,American Rivers Outdoor Performance List,Men
1,"Noland, Gabrielle",SR-4,Loras,24.31,UW-Platteville Invitational,"Apr 14, 2023",-0.9,200 Meters,American Rivers Outdoor Performance List,Women
2,"Creasy, Harmony",SO-2,Loras,25.16,UW-Platteville Invitational,"Apr 14, 2023",-0.9,200 Meters,American Rivers Outdoor Performance List,Women
3,"Jondle, Katara",JR-3,Buena Vista,25.47,USD Early Bird,"Apr 7, 2023",5.5,200 Meters,American Rivers Outdoor Performance List,Women
4,"Sidney, Mikala",SO-2,Wartburg,25.57,Kansas Relays,"Apr 13, 2023",5.1,200 Meters,American Rivers Outdoor Performance List,Women
5,"McMartin, Emily",FR-1,Central College,25.67,Dutch Invitational 2023,"Apr 7, 2023",2.9,200 Meters,American Rivers Outdoor Performance List,Women
6,"Sickelka, Willa",FR-1,Central College,26.15,Dutch Invitational 2023,"Apr 7, 2023",2.9,200 Meters,American Rivers Outdoor Performance List,Women
7,"Alley, Grace",SO-2,Loras,26.17,Bobcat Invitational 2023,"Mar 30, 2023",3.0,200 Meters,American Rivers Outdoor Performance List,Women
8,"Gustason, Mary",FR-1,Central College,26.34,Dutch Invitational 2023,"Apr 7, 2023",2.9,200 Meters,American Rivers Outdoor Performance List,Women
9,"Kruse, Brooke",SO-2,Loras,26.36,UW-Platteville Invitational,"Apr 14, 2023",0.4,200 Meters,American Rivers Outdoor Performance List,Women
10,"Cummins, Natalie",SO-2,Nebraska Wesleyan,26.39,Doane - Wesleyan Dual 2023,"Apr 7, 2023",3.3,200 Meters,American Rivers Outdoor Performance List,Women
11,"Johnston, Kylie",SR-4,Buena Vista,26.41,USD Early Bird,"Apr 7, 2023",4.4,200 Meters,American Rivers Outdoor Performance List,Women
12,"Finn, Riley",SO-2,Dubuque,26.43,UW-Platteville Invitational,"Apr 14, 2023",-0.1,200 Meters,American Rivers Outdoor Performance List,Women
13,"Bohlen, Olivia",FR-1,Central College,26.44,Dutch Invitational 2023,"Apr 7, 2023",2.7,200 Meters,American Rivers Outdoor Performance List,Women
14,"Smith, Abigail",JR-3,Dubuque,26.47,UW-Platteville Invitational,"Apr 14, 2023",0.4,200 Meters,American Rivers Outdoor Performance List,Women
15,"Tollari, Olivia",FR-1,Wartburg,26.54,Wartburg Outdoor Select,"Apr 1, 2023",-0.3,200 Meters,American Rivers Outdoor Performance List,Women
15,"Olson, Hannah",SO-2,Buena Vista,26.54,USD Early Bird,"Apr 7, 2023",3.8,200 Meters,American Rivers Outdoor Performance List,Women
17,"Hays, Madison",FR-1,Simpson (Iowa),26.57,Dutch Invitational 2023,"Apr 7, 2023",2.9,200 Meters,American Rivers Outdoor Performance List,Women
18,"Borzileri, Gianna",SO-2,Dubuque,26.59,UW-Platteville Invitational,"Apr 14, 2023",-0.2,200 Meters,American Rivers Outdoor Performance List,Women
19,"Clemons, Bianca",FR-1,Simpson (Iowa),26.60,Dutch-Storm Dual Meet,"Apr 14, 2023",2.5,200 Meters,American Rivers Outdoor Performance List,Women
20,"Dukuly, Sangai",SO-2,Coe,26.66,Cornell Invitational,"Apr 14, 2023",-1.0,200 Meters,American Rivers Outdoor Performance List,Women
21,"DeVault, Maddax",FR-1,Simpson (Iowa),26.68,Dutch Invitational 2023,"Apr 7, 2023",2.9,200 Meters,American Rivers Outdoor Performance List,Women
21,"Egli, Sabryn",FR-1,Central College,26.68,Dutch-Storm Dual Meet,"Apr 14, 2023",2.5,200 Meters,American Rivers Outdoor Performance List,Women
23,"Shade, Kayla",FR-1,Dubuque,26.71,UW-Platteville Invitational,"Apr 14, 2023",0.4,200 Meters,American Rivers Outdoor Performance List,Women
24,"Leimbach, Kate",FR-1,Nebraska Wesleyan,26.73,Doane - Wesleyan Dual 2023,"Apr 7, 2023",3.3,200 Meters,American Rivers Outdoor Performance List,Women
25,"Parker, Addie",SO-2,Wartburg,26.83,UW-Platteville Invitational,"Apr 14, 2023",-0.1,200 Meters,American Rivers Outdoor Performance List,Women
1,"Dickinson, Kyle",SR-4,Nebraska Wesleyan,47.38,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
2,"Kruse, Matt",FR-1,Loras,47.45,Bobcat Invitational 2023,"Mar 30, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
3,"Anderson, Gabe",JR-3,Nebraska Wesleyan,48.58,Doane - Wesleyan Dual 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
4,"Kruse, Ted",SO-2,Loras,48.76,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
5,"Clapp, Jensen",SO-2,Wartburg,49.39,Wartburg Outdoor Select,"Apr 1, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
6,"Christenson, Ben",SR-4,Nebraska Wesleyan,49.60,Doane - Wesleyan Dual 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
7,"Abbey, Zach",SO-2,Wartburg,49.83,Wichita State KT Woodman Classic,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
8,"Erickson, Noah",FR-1,Central College,49.84,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
9,"Brand, Kaleb",FR-1,Central College,49.97,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
10,"Hutchinson, Andrew",SO-2,Dubuque,50.01,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
11,"Neyens, Ian",SO-2,Wartburg,50.07,Ashton May Invitational,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
12,"Miller, Kyle",SO-2,Buena Vista,50.14,Sioux City Relays 2023,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
13,"Howell, Kobe",JR-3,Dubuque,50.21,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
14,"Anderson, Keaton",JR-3,Dubuque,50.38,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
15,"Griffin, Nehemiah",SO-2,Dubuque,50.40,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
16,"Stackis, Easton",FR-1,Loras,50.49,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
17,"Harris, Keyshawn",FR-1,Wartburg,50.62,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
18,"Kieffer, Will",SO-2,Loras,50.75,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
19,"Steed, Jeremiah",SR-4,Dubuque,50.89,Spartan Opener,"Apr 2, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
20,"Micke, Jadon",JR-3,Buena Vista,51.08,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
21,"Rickels, Hunter",SR-4,Loras,51.18,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
22,"Patterson, Ulysses",SO-2,Simpson (Iowa),51.73,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
23,"Godbout, Brenden",SO-2,Simpson (Iowa),51.77,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
24,"Henschel, Austin",SO-2,Dubuque,52.34,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
25,"Almada, DJ",SO-2,Loras,52.36,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Men
1,"Pfadenhauer, Alyssa",SO-2,Loras,55.21,Bobcat Invitational 2023,"Mar 30, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
2,"Collier, Aaliyah",FR-1,Loras,58.01,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
3,"Lambe, Stevie",SR-4,Loras,58.09,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
4,"Jondle, Katara",JR-3,Buena Vista,58.79,Sioux City Relays 2023,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
5,"Roerdink, Abbi",SO-2,Central College,59.04,Kansas Relays,"Apr 13, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
6,"Hilger, Isabella",SO-2,Nebraska Wesleyan,59.45,Doane - Wesleyan Dual 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
7,"Hays, Madison",FR-1,Simpson (Iowa),1:00.44,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
8,"Smith, Abigail",JR-3,Dubuque,1:01.00,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
9,"Tollari, Olivia",FR-1,Wartburg,1:01.03,Ashton May Invitational,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
10,"Brown, Lauren",SO-2,Central College,1:01.60,Dutch Invitational 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
11,"Hayes, Trisha",SO-2,Nebraska Wesleyan,1:02.22,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
12,"Smith, Puritie",FR-1,Buena Vista,1:02.83,Sioux City Relays 2023,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
13,"Olson, Hannah",SO-2,Buena Vista,1:03.01,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
14,"Cherry, Leah",FR-1,Wartburg,1:03.02,Wartburg Outdoor Select,"Apr 1, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
15,"Barber, Taylor",SO-2,Dubuque,1:03.11,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
16,"Mast, Annie",SO-2,Wartburg,1:03.13,Ashton May Invitational,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
17,"DeVault, Maddax",FR-1,Simpson (Iowa),1:03.52,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
18,"Roeder, Alexa",FR-1,Dubuque,1:03.79,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
19,"Koza, Reagan",SO-2,Nebraska Wesleyan,1:04.61,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
20,"Hanna, Taylor",SO-2,Central College,1:05.24,Dutch Invitational 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
21,"Grams, Sarah",SO-2,Luther,1:06.12,Norse Invite,"Apr 15, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
22,"Callan, Zoie",FR-1,Buena Vista,1:06.35,Sioux City Relays 2023,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
23,"Caba, Lyndsey",FR-1,Nebraska Wesleyan,1:08.42,Doane - Wesleyan Dual 2023,"Apr 7, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
24,"Kane, Morgan",SO-2,Luther,1:09.50,Norse Invite,"Apr 15, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
25,"Ruiz-Genovese, Karley",FR-1,Buena Vista,1:10.51,Sioux City Relays 2023,"Apr 14, 2023",NaN,400 Meters,American Rivers Outdoor Performance List,Women
1,"Jasa, Mike",SR-4,Loras,1:48.46,Bobcat Invitational 2023,"Mar 30, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
2,"Lenners, Garrett",JR-3,Nebraska Wesleyan,1:50.32,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
3,"Oberfoell, Carter",SR-4,Loras,1:51.96,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
4,"Schmidt, Wyatt",JR-3,Wartburg,1:51.97,Ashton May Invitational,"Apr 7, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
5,"Hutchinson, Andrew",SO-2,Dubuque,1:53.74,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
6,"Kelly, Ian",SR-4,Luther,1:54.10,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
7,"Miller, Kyle",SO-2,Buena Vista,1:54.82,Sioux City Relays 2023,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
8,"Anderson, Gabe",JR-3,Nebraska Wesleyan,1:55.69,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
9,"Frideres, Elliot",SO-2,Loras,1:55.88,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
10,"Schwarz, Lane",SR-4,Luther,1:56.28,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
11,"Duffy, Leo",JR-3,Luther,1:57.05,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
12,"Sylvia, Adam",SO-2,Central College,1:57.23,Dutch Invitational 2023,"Apr 7, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
13,"Housman, Aiden",SO-2,Wartburg,1:57.39,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
14,"Koller, Adam",JR-3,Luther,1:58.02,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
15,"Kenney, Javier",SO-2,Nebraska Wesleyan,1:58.36,2023 Central Nebraska Challenge,"Apr 1, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
16,"Franke, Joe",SO-2,Loras,1:58.40,UW-Platteville Invitational,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
17,"Gillikin, Benjamin",SO-2,Luther,1:58.44,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
18,"Pehl, Clay",SO-2,Wartburg,1:59.28,Wartburg Outdoor Select,"Apr 1, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
19,"Hasken, Joe",SO-2,Wartburg,1:59.29,Ashton May Invitational,"Apr 7, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
20,"Imhoff, Colin",JR-3,Buena Vista,1:59.33,Sioux City Relays 2023,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
21,"Cruise, Carter",SO-2,Wartburg,1:59.66,Ashton May Invitational,"Apr 7, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
22,"Kleman, Lewis",JR-3,Coe,2:00.16,Rittgers Invitational,"Apr 7, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
23,"Taylor, Ike",SO-2,Luther,2:00.47,Norse Invite,"Apr 15, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
24,"Gruhn, Adam",SO-2,Simpson (Iowa),2:00.60,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,800 Meters,American Rivers Outdoor Performance List,Men
