Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
21,"Meester, Lily",SO-2,Wartburg,40.35m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Hammer,American Rivers Outdoor Performance List,Women
22,"Devereaux, Morgan",SO-2,Central College,38.70m,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,Hammer,American Rivers Outdoor Performance List,Women
23,"Hardy, Payten",JR-3,Luther,38.45m,UW-Platteville Opener,"Apr 1, 2023",NaN,Hammer,American Rivers Outdoor Performance List,Women
24,"Doherty, Kylee",FR-1,Dubuque,38.01m,Spartan Opener,"Apr 2, 2023",NaN,Hammer,American Rivers Outdoor Performance List,Women
25,"Benedict, Laura",SO-2,Loras,37.95m,Spartan Opener,"Apr 2, 2023",NaN,Hammer,American Rivers Outdoor Performance List,Women
1,"Polley, Trent",FR-1,Wartburg,55.93m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
2,"Sturgis, Blake",FR-1,Dubuque,53.72m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
3,"Nolan, Riley",JR-3,Wartburg,53.45m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
4,"Murphy, Holden",SO-2,Loras,53.05m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
5,"Maher, Eric",SO-2,Dubuque,51.28m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
6,"Homan, Sam",JR-3,Nebraska Wesleyan,49.81m,Concordia Invite,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
7,"Pavlat, Luke",JR-3,Central College,47.23m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
8,"Pakkebier, Reid",SO-2,Central College,47.10m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
9,"Patterson, Ulysses",SO-2,Simpson (Iowa),47.06m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
10,"Smith, Derrick",SO-2,Wartburg,46.69m,Wichita State KT Woodman Classic,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
11,"Willis, Kodie",JR-3,Dubuque,46.19m,Spartan Opener,"Apr 2, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
12,"Carey-Odden, Leif",SO-2,Luther,45.32m,UW-Platteville Opener,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
13,"Huffman, Zackary",JR-3,Buena Vista,45.07m,USD Early Bird,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
14,"Sommers, Quinten",SO-2,Wartburg,44.96m,Ashton May Invitational,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
15,"Buikema, Kyle",JR-3,Dubuque,44.71m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
16,"Galloway, Troy",FR-1,Simpson (Iowa),43.79m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
17,"Smith, Gavin",FR-1,Central College,43.24m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
18,"Klein, Brody",SO-2,Central College,42.99m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
19,"Miller, Grant",FR-1,Central College,42.92m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
20,"Allard, Trent",SO-2,Wartburg,42.55m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
21,"Heitz, Lucas",SO-2,Central College,41.29m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
22,"Wilkerson, Keyondrae",JR-3,Coe,41.17m,Rittgers Invitational,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
23,"Mohler, Dustin",FR-1,Wartburg,40.25m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
24,"Closson, Dalton",JR-3,Wartburg,40.21m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
25,"Latcham, Clarke",SO-2,Simpson (Iowa),39.66m,Dutch Invitational 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Men
1,"Simpson, Rebecca",SR-4,Buena Vista,43.96m,USD Early Bird,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
2,"Decker, Avery",JR-3,Nebraska Wesleyan,43.57m,Concordia Invite,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
3,"Thomas, Addie",SO-2,Nebraska Wesleyan,39.05m,Doane - Wesleyan Dual 2023,"Apr 7, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
4,"Doherty, Kylee",FR-1,Dubuque,37.75m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
5,"Alley, Grace",SO-2,Loras,36.99m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
6,"Witte, Mackenna",JR-3,Nebraska Wesleyan,36.73m,Concordia Invite,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
7,"Auer, Alivia",JR-3,Dubuque,36.52m,Spartan Opener,"Apr 2, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
8,"Hintz, Taryn",SO-2,Central College,36.47m,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
9,"Glennon, Ashley",FR-1,Dubuque,36.32m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
10,"Schei, Gabbie",JR-3,Luther,35.50m,UW-Platteville Opener,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
11,"Lambe, Stevie",SR-4,Loras,35.11m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
12,"Knott, Daekota",SO-2,Wartburg,34.33m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
13,"Shafer, Brooke",SO-2,Wartburg,32.85m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
14,"Johnson, Courtney",SO-2,Buena Vista,31.91m,Mustang Open,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
15,"Johnson, Aaliyah",SO-2,Simpson (Iowa),31.57m,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
16,"Arnold, Audrey",SO-2,Simpson (Iowa),30.81m,Dutch-Storm Dual Meet,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
17,"Beminio, Haley",SO-2,Wartburg,30.63m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
18,"Jackson, Emily",FR-1,Loras,30.52m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
19,"Fields, Emily",FR-1,Loras,29.52m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
20,"Lingenfelter, Brittany",SO-2,Wartburg,29.04m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
21,"Goodlow, Morgana",JR-3,Coe,28.07m,Mustang Open,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
22,"Jochumsen, Tara",SO-2,Wartburg,27.52m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
23,"Flaig, Taylor",SO-2,Loras,27.13m,UW-Platteville Invitational,"Apr 14, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
24,"Borzileri, Gianna",SO-2,Dubuque,26.06m,Spartan Opener,"Apr 2, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
25,"Nielsen, Samantha",FR-1,Wartburg,25.78m,Wartburg Outdoor Select,"Apr 1, 2023",NaN,Javelin,American Rivers Outdoor Performance List,Women
1,"Alley, Grace",SO-2,Loras,5163,Bobcat Invitational 2023,"Mar 30, 2023",NaN,Heptathlon,American Rivers Outdoor Performance List,Women
1,"Huffman, Zackary",JR-3,Buena Vista,5310,USD Early Bird,"Apr 7, 2023",NaN,Decathlon,American Rivers Outdoor Performance List,Men
