Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
51,"Hancock, Shayna",SO-2,Hood,1:15.90,Oscar Moore Invitational 2023,"Apr 8, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
52,"Berthold, Amelia",FR-1,St. Lawrence,1:16.23,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
53,"Gasmen, Caitlyn",JR,Juniata,1:16.24,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
54,"Minnaar, Natalie",SO-2,Grove City,1:16.96,Grove City College Mini Invita,"Apr 5, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
55,"Carr, Cassie",SO-2,Washington & Jefferson,1:18.89,Westminster Invitational 2023,"Apr 8, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
56,"Masayda, Catherine",JR-3,Mount Saint Mary,1:20.28,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
57,"Kroedel, Sarah",FR-1,Stevenson,1:21.87,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
58,"Lyle, Ella",SO-2,Grove City,1:22.53,Dave Labor Invitational,"Mar 31, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
59,"Francesconi, Amy",SO-2,St. Lawrence,1:22.64,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
60,"Curtis, Monica",FR-1,Westminster (Pa.),1:22.76,Grove City College Mini Invita,"Apr 5, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
61,"Day, Skylia",SO-2,Stevenson,1:22.91,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
62,"Dear, Grace",JR-3,Salisbury,1:23.52,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
63,"Dai, Helen",SR-4,Hunter,1:25.02,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
64,"Wagner, Emma",SO-2,Marywood,1:25.68,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
65,"Wheeler, Victoria",JR,Goucher,1:26.30,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
66,"Oparebea, Pearl",SR-4,Rutgers-Newark,1:26.83,Stockton Invite,"Mar 25, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
67,"Hercules, Anna",SR-4,USMMA,1:33.98,Coach O Invitational,"Apr 2, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
68,"Lakouetene, Elizatte",FR-1,Hunter,1:37.66,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
69,"Zacharewicz, Emma",SO-2,Utica,1:37.95,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Hurdles,ECAC DIII Outdoor Performance List,Women
1,"Sech, Elijah",SR-4,Carnegie Mellon,9:03.87,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
2,"Durdaller, David",JR-3,Carnegie Mellon,9:11.43,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
3,"Griffin, Noah",JR-3,Lebanon Valley,9:13.24,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
4,"Abell, Matthew",SO-2,St. Lawrence,9:17.07,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
5,"Oiler, Connor",FR-1,Johns Hopkins,9:26.33,2023 Colonial Relays,"Mar 30, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
6,"Pearl, Jake",SR-4,Keene State,9:35.33,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
7,"Teeter, Charlie",SO-2,Johns Hopkins,9:35.65,2023 Colonial Relays,"Mar 30, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
8,"McCann, Michael",FR-1,Marywood,9:40.76,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
9,"Larson, Jonas",SO-2,Johns Hopkins,9:43.78,2023 Colonial Relays,"Mar 30, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
10,"Dressler, Aden",SO-2,Washington & Jefferson,9:47.35,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
11,"Roselli, Anthony",SO-2,Alvernia,9:47.58,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
12,"Klein, Kody",SO-2,PSU-Behrend,9:49.83,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
13,"Domencic, Aidan",SO-2,PSU-Behrend,9:56.31,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
14,"Spears, Ian",JR-3,Johns Hopkins,9:56.50,2023 Colonial Relays,"Mar 30, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
15,"Williams, Seth",SO-2,Carnegie Mellon,10:01.95,Westminster Invitational 2023,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
16,"Calogianes, Matthew",SR-4,Farmingdale St.,10:02.40,Osprey Open and Multi,"Apr 7, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
17,"Magana, Jose",SO-2,Vassar,10:02.60,Vassar April Invitational 2023,"Apr 7, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
18,"Miller, Donald",FR-1,Lebanon Valley,10:02.92,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
19,"Shelton, Eric",SO-2,Lebanon Valley,10:03.87,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
20,"Patterson, Tim",SO-2,St. Vincent (Pa.),10:03.94,Grove City College Mini Invita,"Apr 5, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
21,"Glynn, Silas",FR-1,USMMA,10:04.43,CGA Spring Invite,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
22,"Roberts, Michael",JR-3,Utica,10:05.12,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
23,"Millar, David",JR-3,Widener,10:05.47,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
24,"Hemmerlin, Alex",SO-2,Grove City,10:06.26,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
25,"Russell, Patrick",FR-1,St. Lawrence,10:06.45,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
26,"Dia, Lucas",SO-2,Brandeis,10:07.33,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
27,"Singley, Michael",FR-1,Grove City,10:08.16,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
28,"Tella, Kenji",FR-1,Carnegie Mellon,10:09.30,Westminster Invitational 2023,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
29,"Janicki, Dashiell",SO-2,Brandeis,10:10.34,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
30,"Nescio, Joseph",SO-2,Widener,10:11.89,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
31,"Trump, Davis",FR-1,DeSales,10:13.01,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
32,"Rzempoluch, Jacob",SO-2,St. Vincent (Pa.),10:13.49,Grove City College Mini Invita,"Apr 5, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
33,"Syms, John",SO-2,St. Vincent (Pa.),10:15.62,Bethany Invitational,"Mar 25, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
34,"D'Amico, Peter",JR,Juniata,10:17.27,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
35,"Connell, Tim",JR-3,DeSales,10:17.51,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
36,"Temel, Nick",SO-2,PSU-Behrend,10:18.81,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
37,"Kerr, Bennett",SO-2,PSU-Behrend,10:19.00,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
38,"Pennington, Brock",SO-2,Washington & Jefferson,10:21.78,Westminster Invitational 2023,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
39,"Young, Colin",SO-2,St. Lawrence,10:25.54,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
40,"Raumann, Nick",SO-2,McDaniel,10:28.98,Galludet Bison Classic,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
41,"Zamichieli, Dante",SO-2,Albright,10:29.61,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
42,"Lilienthal, Levi",SO-2,Vassar,10:29.94,Vassar April Invitational 2023,"Apr 7, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
43,"Dean, Finnegan",FR-1,Alfred,10:30.68,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
44,"Jeralds, Tobias",FR-1,Utica,10:31.35,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
45,"Lehman, Cole",JR-3,Lebanon Valley,10:31.72,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
46,"Sinclair, Jake",SO-2,Washington & Jefferson,10:33.36,Westminster Invitational 2023,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
47,"Striebel, Nathan",SO-2,Grove City,10:34.61,Grove City College Mini Invita,"Apr 5, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
48,"Symons, Casey",FR-1,USMMA,10:34.73,CGA Spring Invite,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
49,"Leotta, Anthony",FR-1,Utica,10:42.27,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
50,"Pleban, Joe",JR-3,Lebanon Valley,10:45.83,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
51,"Ladd, Josh",SR-4,Springfield,10:46.51,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
52,"Weiner, Bergen",SR-4,Grove City,10:48.07,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
53,"Deal, Daniel",SO-2,Washington & Jefferson,10:50.48,Bethany Invitational,"Mar 25, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
54,"Doolittle, Calvin",FR-1,Grove City,10:58.03,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
55,"Straebler, Ben",JR-3,Ramapo,10:59.46,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
56,"Brown, Zachary",FR-1,Utica,10:59.66,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
57,"Recore, Nik",FR-1,SUNY Cobleskill,10:59.76,Cortland Upstate Alternative,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
58,"Shank, Matthew",JR-3,Waynesburg,11:00.26,Westminster Invitational 2023,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
59,"Burita, Alex",SO-2,USMMA,11:05.36,CGA Spring Invite,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
60,"Dutton, Tristan",FR-1,Salisbury,11:07.37,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
61,"Rhinesmith, Jacob",FR-1,SUNY Cobleskill,11:14.11,Cortland Upstate Alternative,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
62,"Taylor, Ian",FR-1,USMMA,11:14.39,CGA Spring Invite,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
63,"Cook, James",FR-1,DeSales,11:18.34,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
64,"Zeisler, Will",JR-3,Grove City,11:21.81,Dave Labor Invitational,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
65,"Engelhardt, Jonathan",SO-2,Farmingdale St.,11:26.48,Osprey Open and Multi,"Apr 7, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
66,"Anderson, Brian",JR,Alfred,11:27.76,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
67,"Casciotti, Mariano",JR-3,Marywood,11:29.92,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
68,"Donaty, Max",SO-2,Washington & Jefferson,11:32.81,Tim Weaver Track and Field Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
69,"Mintel, Jimmy",FR-1,St. Joseph's (L.I.),11:47.00,Coach O Invitational,"Apr 2, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
70,"Stains III, Ricky",SO-2,Marywood,11:53.87,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
71,"Schuller, Anderson",SO-2,Waynesburg,12:11.50,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
72,"Full, Kyle",FR,Alfred,12:35.84,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
73,"D'Amore, Kyle",FR-1,Gallaudet,12:50.11,Galludet Bison Classic,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
74,"Morales, Edy",JR-3,CCNY,12:50.86,Coach O Invitational,"Apr 2, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
75,"Pujara, Haasil",FR-1,Hunter,15:18.43,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Men
1,"Stephenson, Sara",JR-3,Johns Hopkins,10:37.99,2023 Colonial Relays,"Mar 30, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
2,"Coolican, Haylei",JR-3,St. Lawrence,11:02.82,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
3,"Palumbo, Emma",SO-2,St. Lawrence,11:13.66,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
4,"Straub, Milana",SO-2,Marywood,11:20.45,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
5,"Cooney, Emily",SO-2,Widener,11:22.40,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
6,"Kalil, Azia",JR,Juniata,11:25.65,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
7,"Mowrey, Kate",JR,Lebanon Valley,11:36.12,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
8,"Lyle, Ella",SO-2,Grove City,11:38.18,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
9,"Brunell, Mirabel",FR-1,Springfield,11:52.69,Springfield College Classic,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
10,"Carr, Cassie",SO-2,Washington & Jefferson,11:55.01,Grove City College Mini Invita,"Apr 5, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
11,"Hastings, Bridget",SO-2,St. Lawrence,11:56.70,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
12,"Brotherton, Cooper",FR-1,Johns Hopkins,11:57.61,2023 Towson Spring Open,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
13,"Mullen, Bailey",SO-2,McDaniel,12:01.19,Galludet Bison Classic,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
14,"Estus, Haley",SO-2,DeSales,12:01.49,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
15,"Kramlik, Hannah",SR,Lebanon Valley,12:01.85,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
16,"Carr, Savanna",SR-4,PSU-Behrend,12:02.63,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
17,"Egan, Liz",SO-2,Widener,12:05.30,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
18,"Dening, Jade",SO-2,Utica,12:15.46,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
19,"Czajka, Norah",SO-2,Carnegie Mellon,12:23.98,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
20,"Furyk, Natasha",SO-2,Muhlenberg,12:25.02,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
21,"Kaigle, Anna",SO-2,Vassar,12:30.90,Vassar April Invitational 2023,"Apr 7, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
22,"Stewart, Meaghen",SR,Juniata,12:36.26,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
23,"Roberts, Rachel",FR-1,Salisbury,12:41.99,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
24,"Kurek, Hannah",SR,Lebanon Valley,12:43.69,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
25,"Kerchner, Katherine",SO-2,USMMA,12:52.44,CGA Spring Invite,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
26,"Couto, Aurora",SO-2,Keene State,12:53.09,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
27,"Pettis, Reagan",FR-1,Waynesburg,12:56.22,Dave Labor Invitational,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
28,"Snyder, Leah",FR-1,Salisbury,12:57.79,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
29,"O'Toole, Ashley",SR-4,Alfred,12:59.84,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
30,"Williams, Virginia",SO-2,Grove City,13:03.08,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
31,"Au, Kyra",SO-2,Brandeis,13:04.13,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
32,"Malpass, Julia",SR,Alvernia,13:07.34,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
33,"Franzreb, Casey",SR-4,Misericordia,13:10.77,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
34,"Gehman, Abigail",SO-2,Grove City,13:11.91,Tomcat Invitational,"Apr 15, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
35,"Moore, Adeline",SO-2,St. Lawrence,13:14.36,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
36,"Litwiler, Bethany",FR-1,PSU-Behrend,13:18.97,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
37,"Snyder, Kaitlyn",SO-2,Alvernia,13:19.42,40th Millersville Metrics,"Mar 31, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
38,"Anderson, Joula",JR-3,Waynesburg,13:34.15,Bethany Invitational,"Mar 25, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
39,"King, Alyssa",JR-3,Waynesburg,13:44.48,Bethany Invitational,"Mar 25, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
40,"Newberry, Kaitlyn",FR-1,Marywood,13:46.04,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
41,"Burlette, Noella",SO-2,Utica,14:08.67,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
42,"Pratt, Sierra",SO-2,Gallaudet,14:11.07,Galludet Bison Classic,"Apr 8, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
43,"Reed, Kyla",FR-1,Utica,14:29.10,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
44,"McPartland, Zara",SO-2,CCNY,14:44.29,Coach O Invitational,"Apr 2, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
45,"Johnson, Kristin",JR-3,Marymount (Va.),15:14.72,Battleground Relays,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
46,"Kelly, Olivia",JR-3,Cedar Crest,17:19.08,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,3000 Steeplechase,ECAC DIII Outdoor Performance List,Women
1,"Weber, Scott, Penta, Regan",NA,Springfield,41.41,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
2,"McKeever, Patton, Kamenski, Beard",NA,Westminster (Pa.),42.55,Grove City College Mini Invita,"Apr 5, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
3,"Douglas, Gregory, Bourne, Ashton",NA,Gallaudet,42.58,Blue & Silver Challenge,"Mar 25, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
4,"Okuseinde, Ellington, Asamoah, Mins",NA,Hood,42.60,40th Millersville Metrics,"Mar 31, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
5,"Shelton, Frye, Kramer, Smith",NA,Salisbury,42.64,2023 Towson Spring Open,"Mar 31, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
6,"Eldridge, Summers, Raccioppi, Mack",NA,Stevenson,42.65,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
7,"Proctor, Coleman, Maxwell, Razze",NA,McDaniel,42.78,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
8,"Cabanban, Glover, Brito, Martin",NA,NYU,42.93,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
9,"Grauer, Williams, Weck, Buhr",NA,Lebanon Valley,42.98,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
10,"Wright, Hadasz, Tinney, Kain",NA,Utica,43.01,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
11,"Garcia, Abarah, Jackson, Etienne",NA,New Jersey City,43.05,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
12,"Wilson, Dunlap, Eagan, Mitchell",NA,Grove City,43.08,Grove City College Mini Invita,"Apr 5, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
13,"Hitchcock, Castro, Nye, Neuwirth",NA,Muhlenberg,43.13,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
14,"Garin, Halkias, Wong, Kelly",NA,Carnegie Mellon,43.23,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
15,"Florczak, Rudewicz-Nepokroeff, Rosa, Brumfield",NA,Alfred State,43.25,Brockport Multi & Invitational,"Apr 14, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
16,"Darden, Cappiello, Stempin, Knowles",NA,Widener,43.32,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,4 x 100 Relay,ECAC DIII Outdoor Performance List,Men
