Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
12,"Mendham, Chase",SR-4,Olivet,1:58.68,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
13,"Sims, Haydin",FR-1,Alma,2:00.03,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"King, Tyler",SO-2,Hope,2:00.07,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
15,"Harries, Owen",FR-1,Hope,2:00.28,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
16,"Swinson, Eric",SO-2,Calvin,2:00.55,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
17,"Feudi, Noah",SO-2,Olivet,2:01.60,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"VerHill, Hayden",SO-2,Calvin,2:01.67,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"Graddick, Josiah",FR-1,Albion,2:02.57,30th Annual IWU Polar Bear Invite,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Grzegorek, Alec",FR-1,Adrian,2:03.19,Jack Shaw Invitational,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Buit, Jacob",SO-2,Calvin,2:03.31,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Slough, Sam",FR-1,Trine,2:04.43,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Sering, Sam",FR-1,Trine,2:04.74,Spartan Invite,"Mar 31, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Skuratowicz, Luke",FR-1,Hope,2:04.91,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Culver, Landon",FR-1,Calvin,2:05.00,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"Jankowski, Ellie",SR-4,Hope,2:18.44,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Sall, Delaney",SO-2,Calvin,2:18.55,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Medcalf, Brianna",SR-4,Trine,2:19.17,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Allman, Jenna",SO-2,Calvin,2:20.46,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"Schermerhorn, Samantha",SR-4,Hope,2:20.58,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Quillan, Olivia",JR-3,Hope,2:20.62,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Stern, Madison",FR-1,Hope,2:20.87,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Moran, Erin",JR-3,Hope,2:21.47,Wheaton Invitational 2023,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Koutz, Emme",JR-3,Adrian,2:22.56,Jack Shaw Invitational,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"Struck, Maddy",SO-2,Hope,2:22.78,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Kenney, Marissa",JR-3,Trine,2:23.64,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Gotaas, Cornelia",SR-4,Alma,2:24.26,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Faulkner, Amira",SR-4,Trine,2:24.55,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"Tebben, Natalie",SO-2,Calvin,2:25.08,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Tucker, Heleyna",SR-4,Hope,2:25.47,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"Wahl, Emily",FR-1,Trine,2:25.72,Spartan Invite,"Mar 31, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Parker, Ana",JR-3,Trine,2:25.90,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Puckett, Bailey",FR-1,Trine,2:26.43,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"Young, Eleanor",FR-1,Trine,2:26.47,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Duesenberg, Anna",FR-1,Hope,2:26.83,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Connelly, Lily",SO-2,Olivet,2:26.83,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Anderson, Paige",SO-2,Kalamazoo,2:27.87,Jack Shaw Invitational,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"Durow, Molly",FR-1,Hope,2:28.21,Wheaton Invitational 2023,"Apr 14, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Hankins, Alison",SO-2,Kalamazoo,2:29.26,Jack Shaw Invitational,"Apr 7, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"DeGroot, Janie",SO-2,Hope,2:29.46,Don McGarey Invitational,"Mar 24, 2023",NaN,800 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"Nederveld, Thaine",SO-2,Calvin,3:54.40,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
2,"Vachon, Connor",SO-2,Hope,3:55.20,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
3,"Davis, Chris",JR-3,Olivet,3:57.08,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
4,"Meder, Elijah",JR-3,Hope,3:57.20,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
5,"Cole, Carston",FR-1,Hope,3:58.17,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
6,"Henz, Nick",SO-2,Calvin,3:58.52,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
7,"Campbell, Daniel",JR-3,Hope,4:01.78,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
8,"Hartleroad, Tyler",FR-1,Trine,4:04.34,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
9,"Swinson, Eric",SO-2,Calvin,4:04.81,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
10,"King, Tyler",SO-2,Hope,4:06.30,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
11,"Buit, Jacob",SO-2,Calvin,4:06.45,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
12,"Mendham, Chase",SR-4,Olivet,"4:07.45
(1)","2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
13,"Guidone, Lucas",SO-2,Hope,4:07.67,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"Packard, Joseph",SO-2,Trine,4:07.78,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
15,"Hofmann, Will",SO-2,Calvin,4:08.04,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
16,"DeYoung, Gabriel",SR-4,Hope,4:09.12,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
17,"Martin, Holden",SR-4,Trine,4:09.74,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"Hillard, Hunter",JR-3,Olivet,4:10.23,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"VerHill, Hayden",SO-2,Calvin,4:10.30,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Kunzler, Erickson",FR-1,Hope,4:10.49,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Thomas, William",FR-1,Kalamazoo,4:10.89,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Achara, Ikenna",SR-4,Albion,"4:12.52
(1)","2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Harlow, Jonathan",FR-1,Hope,4:12.99,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Tutrow, Lucas",FR-1,Trine,4:14.04,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Lapp, Aidan",SR-4,Trine,4:14.05,Spartan Invite,"Mar 31, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"Jankowski, Ellie",SR-4,Hope,4:44.77,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Randolph, Lydia",SO-2,Trine,4:45.05,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Allman, Jenna",SO-2,Calvin,4:46.47,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Quillan, Olivia",JR-3,Hope,4:49.00,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"McCulloch, Megan",SR-4,Albion,"4:49.06
(1)","2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Parker, Ana",JR-3,Trine,4:50.86,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Struck, Maddy",SO-2,Hope,4:51.99,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Koutz, Emme",JR-3,Adrian,4:53.12,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Tebben, Natalie",SO-2,Calvin,4:53.84,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"Stern, Madison",FR-1,Hope,4:54.05,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Mason, Anna",SR-4,Hope,4:54.67,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Hankins, Alison",SO-2,Kalamazoo,4:56.08,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Anderson, Paige",SO-2,Kalamazoo,4:56.19,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"DeGroot, Janie",SO-2,Hope,4:56.52,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Faulkner, Amira",SR-4,Trine,4:56.61,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"Markham, Rebecca",JR-3,Hope,4:56.67,Don McGarey Invitational,"Mar 24, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Ruiter-Diaz, Sienna",SO-2,Calvin,4:57.49,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Bieth, Samantha",SR-4,Albion,"4:57.94
(1)","2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"Varitek, Anna",SR-4,Kalamazoo,4:58.81,Jack Shaw Invitational,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Tucker, Heleyna",SR-4,Hope,4:59.47,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
21,"Schamanek, Jessica",JR-3,Hope,5:00.57,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Scott, Emily",JR-3,Hope,5:02.25,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"Puckett, Bailey",FR-1,Trine,5:02.40,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Young, Eleanor",FR-1,Trine,5:03.64,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"White, Audrey",SO-2,Hope,5:04.40,Wheaton Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"Nederveld, Thaine",SO-2,Calvin,14:38.42,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
2,"Hoopingarner, Ryan",FR-1,Trine,14:51.10,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
3,"Packard, Joseph",SO-2,Trine,15:05.32,Spartan Invite,"Mar 31, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
4,"Vachon, Connor",SO-2,Hope,15:06.45,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
5,"Brickler, Zach",JR-3,Trine,15:14.21,Spartan Invite,"Mar 31, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
6,"Cole, Carston",FR-1,Hope,15:21.53,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
7,"Bogard, Anders",SR-4,Hope,15:25.66,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
8,"Diebold, Robert",SR-4,Adrian,15:29.05,30th Annual IWU Polar Bear Invite,"Mar 24, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
9,"Edison, Matt",SO-2,Trine,15:30.50,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
10,"Davis, Chris",JR-3,Olivet,15:30.92,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
11,"Myers, Jacob",SR-4,Trine,15:34.95,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
12,"Sarkett, Ryan",SO-2,Calvin,15:41.33,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
13,"Longe, Gehrig",SO-2,Trine,15:42.71,Spartan Invite,"Mar 31, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
14,"Noble, Thomas",SO-2,Calvin,15:43.46,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
15,"Lapp, Aidan",SR-4,Trine,15:43.83,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
16,"Kinnucan, Ben",SO-2,Calvin,15:43.99,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
17,"DeYoung, Gabriel",SR-4,Hope,15:44.55,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
18,"McMain, Tanner",FR-1,Trine,15:44.57,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
19,"Carlisle, Brett",SR-4,Adrian,15:44.82,Jack Shaw Invitational,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
20,"Sall, Derek",SO-2,Calvin,15:46.82,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
21,"Sivils, Trent",SO-2,Calvin,15:47.22,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
22,"Hillard, Hunter",JR-3,Olivet,15:50.26,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
23,"Martin, Holden",SR-4,Trine,15:51.27,Spartan Invite,"Mar 31, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
24,"Solomon, Yosef",SO-2,Trine,15:56.35,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
25,"Fincher, Clenon",SO-2,Calvin,16:00.85,Jack Shaw Invitational,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Men
1,"McCulloch, Megan",SR-4,Albion,17:01.89,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
2,"Mason, Anna",SR-4,Hope,17:45.77,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
3,"Struck, Maddy",SO-2,Hope,17:52.08,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
4,"Randolph, Lydia",SO-2,Trine,17:54.07,Spartan Invite,"Mar 31, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
5,"Markham, Rebecca",JR-3,Hope,17:59.50,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
6,"Quillan, Olivia",JR-3,Hope,18:09.67,UW-Platteville Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
7,"Medcalf, Brianna",SR-4,Trine,18:11.27,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
8,"Parker, Ana",JR-3,Trine,18:20.84,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
9,"Winiarski, Brynne",JR-3,Calvin,18:28.82,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
10,"Koutz, Emme",JR-3,Adrian,18:43.67,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
11,"Bull, Sophie",FR-1,Calvin,18:47.18,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
12,"Parker, Hannah",SO-2,Trine,19:10.81,Indiana Tech Good Friday meet,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
13,"Scott, Emily",JR-3,Hope,19:19.85,Don McGarey Invitational,"Mar 24, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
14,"Cruz, Fatima",SO-2,Albion,19:31.75,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
15,"Coderre, Ellie",FR-1,Hope,19:34.39,Don McGarey Invitational,"Mar 24, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
16,"White, Audrey",SO-2,Hope,19:36.93,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
17,"Kuhlmann, Kennedy",SO-2,Hope,19:42.38,Don McGarey Invitational,"Mar 24, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
18,"Dykstra, Naomi",SO-2,Calvin,19:42.56,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
19,"DeGraaf, Olivia",SO-2,Albion,19:43.03,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
20,"Swick, Sidney",FR-1,Trine,19:44.19,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
21,"Winters, Caleigh",JR-3,Alma,19:45.54,"2023 Albion, Alma, Olivet Triangular","Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
22,"Smith, Alaina",FR-1,Calvin,19:47.33,Jack Shaw Invitational,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
23,"Aardema, Josie",SO-2,Calvin,19:59.19,Jack Shaw Invitational,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
24,"Blust, Madeleine",FR-1,Calvin,20:01.14,Jack Shaw Invitational,"Apr 7, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
25,"Sempf, Taylor",JR-3,Adrian,20:13.22,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,5000 Meters,Michigan Intercollegiate Outdoor Performance List,Women
1,"Knepper, Brandan",SO-2,Calvin,29:44.84,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
2,"Hofmann, Will",SO-2,Calvin,30:22.97,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
3,"Hoopingarner, Ryan",FR-1,Trine,32:20.84,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
4,"Packard, Joseph",SO-2,Trine,32:34.04,Indiana DIII Track and Field Meet,"Apr 15, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
5,"Myers, Jacob",SR-4,Trine,33:08.45,Yellow Jacket Collegiate Outdoor,"Mar 25, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
6,"Carlisle, Brett",SR-4,Adrian,33:36.15,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
7,"DeYoung, Gabriel",SR-4,Hope,33:37.73,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
8,"Sarkett, Ryan",SO-2,Calvin,33:38.28,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
9,"Buit, Jacob",SO-2,Calvin,33:42.72,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
10,"Noble, Thomas",SO-2,Calvin,33:44.82,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
11,"Allspach, Ryan",SO-2,Hope,33:47.16,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
12,"Fincher, Clenon",SO-2,Calvin,33:53.91,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
13,"Sall, Derek",SO-2,Calvin,34:00.45,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
14,"Sivils, Trent",SO-2,Calvin,34:03.51,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
15,"Diebold, Robert",SR-4,Adrian,34:23.40,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
16,"Houvener, Will",FR-1,Adrian,34:25.00,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
17,"Kinnucan, Ben",SO-2,Calvin,34:50.48,Wash U Distance Carnival Friday Night,"Mar 31, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
18,"Hartsuff, Zander",FR-1,Calvin,35:17.42,Don Kleinow Memorial Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Michigan Intercollegiate Outdoor Performance List,Men
