Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
19,"Lienert, Mitchell",JR-3,Rochester,49.42,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
20,"Wilson, Otto",SR-4,RIT,49.46,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
21,"Goldszer, John",JR-3,SUNY Geneseo,49.49,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
22,"Williams, Gaven",FR-1,Carnegie Mellon,49.51,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
23,"Knapp, Douglas",SR-4,Cortland St.,49.56,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
24,"Senf, Ryan",FR-1,RIT,49.57,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
25,"Keelan, Jack",JR-3,Bard,49.63,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
26,"Resnick, Matthew",SO-2,RIT,49.66,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
27,"Grinion, Ayden",FR-1,Brockport St.,49.81,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
28,"Milevoix, Samael",SO-2,Montclair State,49.85,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
29,"Engler, Jason",SR-4,TCNJ,49.96,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
30,"Abdo, Nick",SR-4,Fredonia,49.97,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
31,"Oczkowski, Nate",SR-4,Ithaca,49.98,Cortland Red Dragon Open,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Men
1,"Bansbach, Susan",SR-4,Rochester,55.41,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
2,"Phillips, Lauren",SO-2,Johns Hopkins,55.46,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
3,"O'Connell, Madeline",SR-4,Rochester,56.29,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
4,"Shea, Samantha",SR-4,St. John Fisher,56.69,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
5,"Lorjuste, Nevaeh",SO-2,Rowan,56.90,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
6,"Hardy, Kristin",SR-4,Rochester,57.25,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
7,"Barre, Elizabeth",SR-4,Carnegie Mellon,57.63,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
8,"Johnson, Brenna",SR-4,Nazareth,57.78,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
9,"Bell, Megan",SO-2,Rochester,57.86,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
10,"Isaac, Kate",JR-3,Rochester,57.92,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
11,"Robinson, Crystal",SR-4,Moravian,58.30,Lehigh Games 2023,"Apr 7, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
12,"Igwe, Chidimma",JR-3,Rutgers-Newark,58.33,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
13,"Gonzalez, Noelle",SR-4,Scranton,58.43,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
14,"Sosa Caceres, Amanthy",SR-4,Rowan,58.59,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
15,"Pedersen, Kathleen",SR-4,Rowan,58.65,Oscar Moore Invitational 2023,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
16,"Rhee, Isabella",JR-3,Carnegie Mellon,58.68,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
17,"Sensini, Clara",SR-4,Brockport St.,59.05,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
18,"Kneppel, Rebecca",SO-2,Ramapo,59.20,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
19,"Wright, Grace",SO-2,St. John Fisher,59.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
20,"Giamoni, Abby",SO-2,Moravian,59.23,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
21,"Klimow, Julianna",SO-2,SUNY Geneseo,59.36,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
22,"Levine, Sarah",SR-4,Brockport St.,59.65,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
22,"Badillo, Sonialys",SR-4,Misericordia,59.65,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
24,"Byrne, Rachel",SR-4,Moravian,59.78,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
25,"Barr, Kelly",FR-1,Widener,59.79,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
26,"Raczka, Jenna",SO-2,Buffalo State,59.81,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
27,"Conerly, Isre'al",SR-4,NYU,59.85,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
28,"O'Grady, Kelly",FR-1,TCNJ,59.90,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
29,"Hill, Caroline",SO-2,RIT,59.95,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
30,"Kass, Kayla",FR-1,Stockton,59.97,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
31,"Tratnyek, Claire",FR-1,Hamilton,59.99,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,400 Meters,AARTFC Outdoor Performance List,Women
1,"Ivanov, Alex",JR-3,Carnegie Mellon,1:50.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
2,"Sikorski, Scott",SR-4,Rochester,1:51.24,Duke Invitational,"Apr 6, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
3,"Sheehan, Matthew",SO-2,SUNY Geneseo,1:52.18,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
4,"Ruggles, Ezra",JR-3,SUNY Geneseo,1:52.65,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
5,"Goldberg, Joshua",SO-2,SUNY Geneseo,1:52.93,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
6,"Sheridan, Kieran",SR-4,SUNY Geneseo,1:53.03,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
7,"Davies, Leland",SR-4,Carnegie Mellon,1:53.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
8,"Diaz, Jon",SR-4,NYU,1:53.14,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
9,"Jarski, Luke",JR-3,Oneonta,1:53.17,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
10,"Beyer, Arthur",SR-4,Johns Hopkins,1:53.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
11,"Burtnett, Sean",SR-4,TCNJ,1:53.28,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
12,"Omonije, Fisayo",FR-1,Johns Hopkins,1:53.96,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
13,"Conte, Amara",SO-2,Rowan,1:54.17,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
14,"Walters, Josh",JR-3,Fredonia,1:54.49,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
15,"Gobel, Rece",SR-4,Springfield,1:54.77,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
16,"Boyce, Timothy",SO-2,St. Lawrence,1:54.80,University of Vermont Quad TF Meet,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
17,"McLaughlin, Colin",SO-2,Carnegie Mellon,1:54.99,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
18,"Andrews, Alec",SR-4,SUNY Geneseo,1:55.23,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
19,"Dutton, Sean",SO-2,Carnegie Mellon,1:55.24,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
20,"Bujdos, Joe",SO-2,St. Vincent (Pa.),1:55.35,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
21,"Teal, James",JR,Elizabethtown,1:55.38,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
22,"Rychkov, Roman",SR-4,TCNJ,1:55.42,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
23,"Szabo, Cameron",SR-4,Cortland St.,1:55.49,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
24,"Seletskiy, Aleksei",SO-2,Carnegie Mellon,1:55.56,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
25,"Chaikowsky, Matt",SO-2,RIT,1:55.62,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
26,"Ford, Daniel",JR-3,Rochester,1:55.76,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
27,"Wong, Joseph",SR-4,Springfield,1:55.86,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
28,"Andrews, Nick",JR-3,SUNY Geneseo,1:55.88,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
29,"Samuels, Richard",SR-4,Cortland St.,1:55.93,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
30,"Wilsoncroft, Nate",SR-4,Cortland St.,1:56.02,Cortland Upstate Alternative,"Apr 15, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
31,"Kressly, Thomas",SO-2,Brockport St.,1:56.04,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
32,"Dessalines, Samson",FR-1,Johns Hopkins,1:56.21,2023 Towson Spring Open,"Mar 31, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
33,"Fischer, Kevin",SR-4,Brockport St.,1:56.22,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
34,"Hsu, Jacob",JR-3,Carnegie Mellon,1:56.26,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
35,"Kolodziej, Jake",JR-3,Rowan,1:56.27,Oscar Moore Invitational 2023,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
36,"Kettula, John",SO-2,York (Pa.),1:56.41,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
37,"Martin, Zach",FR-1,Johns Hopkins,1:56.51,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
38,"Sappe, Chris",FR-1,Hood,1:56.52,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
39,"Coughlin, Joseph",SO-2,RIT,1:56.69,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
40,"Wood, Jackson",JR-3,Carnegie Mellon,1:56.72,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
41,"Bonesteel, Noah",SO-2,Plattsburgh St.,1:56.78,Cortland Red Dragon Open,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Men
1,"Ardner, Windsor",JR-3,SUNY Geneseo,2:13.88,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
2,"DeMonte, Paloma",SR-4,Ithaca,2:14.38,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
3,"Hogan, Marcie",JR-3,SUNY Geneseo,2:15.26,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
4,"Eivers, Erin",JR-3,SUNY Geneseo,2:15.46,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
5,"Zielinski, Raechel",JR-3,SUNY Geneseo,2:15.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
6,"Metz, Jennifer",JR-3,Brockport St.,2:16.25,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
7,"Senthilkumar, Harrinee",FR-1,Johns Hopkins,2:16.78,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
8,"Tummalapalli, Kavya",SR-4,Carnegie Mellon,2:17.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
9,"Setton, Mackenzie",FR-1,Johns Hopkins,2:17.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
10,"Conhoff, Rachel",JR-3,Ursinus,2:17.31,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
11,"Liu, Jacqueline",FR-1,Carnegie Mellon,2:17.85,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
11,"Johnson, Aminata",FR-1,NYU,2:17.85,2023 Colonial Relays,"Mar 30, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
13,"Sasse, Anna",SO-2,Rowan,2:17.86,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
14,"Uhl, Allison",SR-4,TCNJ,2:17.92,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
15,"Bunke, Lauren",JR-3,Lebanon Valley,2:18.34,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
16,"Burden, Nina",SO-2,Stevens,2:18.36,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
17,"Arcese, Lorna",FR-1,Johns Hopkins,2:18.49,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
18,"Bruncaj, Eliza",SO-2,TCNJ,2:18.56,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
19,"Mahood , Nieve",SO-2,SUNY Geneseo,2:18.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
20,"Coyle, Faith",SO-2,Oswego State,2:18.92,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
21,"Hanlon, Erin",SO-2,TCNJ,2:19.45,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
22,"Kass, Kayla",FR-1,Stockton,2:19.58,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
23,"Yuan, Mona",SR-4,Carnegie Mellon,2:19.70,Westminster Invitational 2023,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
24,"Doody, Sierra",FR-1,SUNY Geneseo,2:19.77,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
25,"DePhillips, Ella",SR-4,Oneonta,2:19.84,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
26,"Henderson, Sophia",SO-2,Vassar,2:20.15,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
27,"Gallagher, Kristin",JR-3,Misericordia,2:20.27,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
28,"Adams, Brooke",JR-3,Ursinus,2:20.33,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
29,"O'Grady, Kelly",FR-1,TCNJ,2:20.51,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
30,"Stockman, Augusta",SR-4,Vassar,2:20.60,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
31,"Sibold, Allison",SO-2,St. Lawrence,2:20.68,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
32,"Phillips, Lauren",SO-2,Johns Hopkins,2:20.80,2023 Towson Spring Open,"Mar 31, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
33,"Barkdoll, Taylor",FR,York (Pa.),2:20.88,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
34,"Bernotas, Katelyn",SR-4,Widener,2:20.90,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,AARTFC Outdoor Performance List,Women
1,"Sikorski, Scott",SR-4,Rochester,3:45.07,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
2,"Andrews, Nick",JR-3,SUNY Geneseo,3:49.48,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
3,"McLaughlin, Colin",SO-2,Carnegie Mellon,3:49.74,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
4,"Zavala, Jonathan",SO-2,Brockport St.,3:49.86,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
5,"Boyce, Timothy",SO-2,St. Lawrence,3:50.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
6,"Seletskiy, Aleksei",SO-2,Carnegie Mellon,3:50.37,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
7,"Beyer, Arthur",SR-4,Johns Hopkins,3:51.18,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
8,"Ruggles, Ezra",JR-3,SUNY Geneseo,3:51.74,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
9,"Chen, Daniel",JR-3,Johns Hopkins,3:52.66,2023 Colonial Relays,"Mar 30, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
10,"Kressly, Thomas",SO-2,Brockport St.,3:53.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
11,"Knorr, Cooper",SR-4,Stockton,3:54.73,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
12,"Ivanov, Alex",JR-3,Carnegie Mellon,3:56.30,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
13,"Riley, Jacob",SO-2,Rowan,3:56.56,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
14,"Chaikowsky, Matt",SO-2,RIT,3:56.57,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
15,"Rodriguez, Michael",JR-3,TCNJ,3:56.93,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
16,"Lanahan, Timothy",JR-3,Scranton,3:57.37,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
17,"Bierman, Jonthomas",JR-3,Oneonta,3:57.46,Cortland Red Dragon Open,"Apr 8, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
18,"Melao, Ronnie",JR-3,Stevens,3:57.54,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
19,"Bauman, Nick",JR-3,SUNY Geneseo,3:58.05,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
20,"Buchan, Tim",SO-2,Vassar,3:58.19,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
21,"Ackerman, Erik",SO-2,Stockton,3:58.66,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
22,"Alekson, Charles",SO-2,Union (N.Y.),3:58.75,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
23,"Tyce, Carl",SR-4,DeSales,3:58.95,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
24,"Cassidy, Rowan",FR-1,Johns Hopkins,3:59.05,2023 Colonial Relays,"Mar 30, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
25,"Magana, Jose",SO-2,Vassar,3:59.18,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
26,"Millar, David",JR-3,Widener,3:59.26,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
27,"Szabo, Cameron",SR-4,Cortland St.,3:59.51,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
28,"Kettula, John",SO-2,York (Pa.),3:59.61,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
29,"Stefan, Adam",SR-4,Muhlenberg,3:59.69,2023 TCNJ Invitational,"Apr 8, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
30,"Pena, Ryan",FR-1,Ramapo,3:59.74,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
31,"Woodward, Ben",SR-4,Rowan,3:59.94,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
32,"Christensen, Kevin",SR-4,TCNJ,4:00.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
33,"Bonesteel, Noah",SO-2,Plattsburgh St.,4:00.48,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
34,"Cutting, Aidan",SR-4,SUNY Delhi,"4:00.69
(1)",Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
35,"Flear, Thomas",SO-2,Widener,4:00.72,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
36,"Myers, Andrew",SO-2,Johns Hopkins,4:00.73,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
37,"Carolan, Patrick",SR-4,Widener,4:00.82,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
38,"McGrath, Tucker",JR-3,Ursinus,4:01.12,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
39,"Patterson, Tim",SO-2,St. Vincent (Pa.),4:01.30,Bethany Invitational,"Mar 25, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
40,"Taylor, Andy",FR-1,NYU,4:01.60,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
41,"Killip, Sean",JR-3,Brockport St.,4:01.77,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
42,"Coyle, Matthew",SO-2,Carnegie Mellon,4:01.80,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
43,"Sech, Elijah",SR-4,Carnegie Mellon,4:01.94,Dave Labor Invitational,"Mar 31, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Men
1,"Ardner, Windsor",JR-3,SUNY Geneseo,4:30.72,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Women
2,"Sibold, Allison",SO-2,St. Lawrence,4:34.26,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Women
3,"Hogan, Marcie",JR-3,SUNY Geneseo,4:34.59,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Women
4,"Eivers, Erin",JR-3,SUNY Geneseo,4:35.63,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Women
5,"Conhoff, Rachel",JR-3,Ursinus,4:36.16,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,1500 Meters,AARTFC Outdoor Performance List,Women
